Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,Label,dataset_family
32.0,6,147.5,1848.118087684512,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,25276.0,66.0,14546.0,2527.6,4478.668135357505,2527.6,0.0005412101745605,10.0,20058468.26666667,BENIGN,
23.6,6,77.2,109.33856785720803,0.0,0.0,0.0,0.2,0.7,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,3553.0,60.0,1474.0,355.3,590.3245905620248,355.3,0.00918710231781,10.0,348483.1222222223,BENIGN,
28.4,6,200.7,369.1811532334017,0.0,0.0,0.0,0.1,0.9,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,752.0,60.0,156.0,75.2,28.58437801783812,75.2,0.0041056156158447,10.0,817.0666666666668,BENIGN,
32.0,6,131.2,1049.6518931905202,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9348.0,66.0,1514.0,934.8,747.7439847077786,934.8,0.0011006116867065,10.0,559121.0666666667,BENIGN,
24.0,6,92.6,34.24928142147896,0.0,0.0,0.0,0.3,0.7,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.1,0.0,0.0,0.9,0.9,1112.0,60.0,230.0,111.2,59.04574497794062,111.2,0.0314319849014282,10.0,3486.4,BENIGN,
24.0,6,74.0,53.56901651655487,0.0,0.0,0.0,0.1,0.7,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.1,0.0,0.0,0.9,0.9,5246.0,60.0,1514.0,524.6,684.9201413303598,524.6,0.019532299041748,10.0,469115.6,BENIGN,
27.2,6,149.1,81.32325882149927,0.0,0.0,0.0,0.2,0.8,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1021.0,66.0,230.0,102.1,58.0736122903031,102.1,0.0135127067565917,10.0,3372.544444444444,BENIGN,
30.8,6,99.8,3739.5720399429374,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13749.0,66.0,2962.0,1374.9,812.0482265372065,1374.9,0.0003104925155639,10.0,659422.3222222221,BENIGN,
12.4,17,88.9,105.58215755622965,0.0,0.0,0.0,0.2,0.3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.0,0.2,0.0,0.0,0.8,0.8,962.0,60.0,241.0,96.2,63.42589726952584,96.2,0.0100135803222656,10.0,4022.844444444445,BENIGN,
31.6,6,78.6,87.15889656605538,0.0,0.1,0.0,0.4,1.0,0.0,0.0,10.0,1.0,0.0,0.0,0.1,0.7,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8400.0,66.0,3227.0,840.0,1269.4046723650508,840.0,0.0123744010925292,10.0,1611388.2222222222,BENIGN,
22.4,6,133.2,92.77299028542106,0.0,0.0,0.0,0.3,0.6,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,824.0,60.0,156.0,82.4,34.75053956415641,82.4,0.0110528945922851,10.0,1207.6,BENIGN,
9.6,0,37.9,39.74720562523395,0.0,0.1,0.0,0.0,0.1,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.5,0.0,0.0,0.5,0.5,675.0,60.0,86.0,67.5,9.466314547441952,67.5,0.0329780101776123,10.0,89.61111111111111,BENIGN,
19.2,17,89.2,74.67147112075642,0.0,0.2,0.0,0.1,0.2,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,1.0,1.0,1543.0,66.0,288.0,154.3,91.03363236860442,154.3,0.0137135028839111,10.0,8287.12222222222,BENIGN,
32.0,6,147.5,4304.499178981938,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7900.0,66.0,1514.0,790.0,763.1630086539689,790.0,0.0003174066543579,10.0,582417.7777777778,BENIGN,
12.8,17,74.0,124.57946340260844,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,1.0,1.0,3850.0,60.0,2962.0,385.0,907.093159493555,385.0,0.0094060182571411,10.0,822818.0,BENIGN,
31.6,6,109.0,124.22046497852806,0.1,0.1,0.0,0.2,1.0,0.0,0.0,10.0,1.0,1.0,0.0,0.1,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,765.0,66.0,123.0,76.5,20.57641584165933,76.5,0.0110687017440795,10.0,423.3888888888889,BENIGN,
32.0,6,64.0,2284.60373658696,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15625.0,1514.0,1999.0,1562.5,153.3704665181664,1562.5,0.0004464149475097,10.0,23522.5,BENIGN,
27.2,6,78.4,79.19534001114017,0.2,0.0,0.0,0.3,0.8,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1442.0,66.0,336.0,144.2,110.45039107621524,144.2,0.0127012968063354,10.0,12199.288888888888,BENIGN,
17.6,17,97.0,100.45515292314325,0.0,0.0,0.0,0.1,0.4,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,1.0,1.0,714.0,60.0,156.0,71.4,29.859671799937782,71.4,0.0103685855865478,10.0,891.5999999999999,BENIGN,
22.8,6,133.1,143.24613051734266,0.0,0.1,0.0,0.1,0.6,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.0,0.2,0.0,1.0,1.0,1130.0,60.0,348.0,113.0,88.40563079100536,113.0,0.0070132970809936,10.0,7815.555555555556,BENIGN,
32.0,6,64.0,7358.428070175439,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,21417.0,1514.0,2962.0,2141.7,721.2618649129994,2141.7,0.0004255056381225,10.0,520218.6777777777,BENIGN,
18.4,6,86.8,49.73196013194495,0.0,0.0,0.0,0.3,0.5,0.0,0.0,5.0,0.0,0.0,0.0,0.3,0.1,0.3,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.1,0.1,0.0,0.9,0.9,1188.0,60.0,262.0,118.8,63.76136064350501,118.8,0.0254379034042358,10.0,4065.51111111111,BENIGN,
28.4,6,73.7,418.40948086668527,0.0,0.1,0.0,0.1,0.7,0.0,0.0,7.0,1.0,0.0,0.0,0.1,0.7,0.2,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,9608.0,66.0,2954.0,960.8,986.2658870710272,960.8,0.0025137186050415,10.0,972720.4,BENIGN,
29.6,6,199.6,254.3945073207419,0.0,0.0,0.0,0.1,0.9,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,914.0,66.0,230.0,91.4,56.31696014523512,91.4,0.0039309978485107,10.0,3171.6000000000004,BENIGN,
28.4,6,129.9,117.59719850729113,0.0,0.0,0.0,0.5,0.9,0.0,0.0,9.0,0.0,0.0,0.0,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,7907.0,66.0,2962.0,790.7,943.575475400764,790.7,0.008533501625061,10.0,890334.6777777777,BENIGN,
28.4,6,129.8,39.85109653831756,0.0,0.0,0.0,0.4,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,862.0,60.0,176.0,86.2,47.407922450905936,86.2,0.025131607055664,10.0,2247.511111111111,BENIGN,
26.0,6,79.6,78.76124341356608,0.0,0.1,0.0,0.4,0.8,0.0,0.0,8.0,1.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.2,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.9,0.9,1356.0,60.0,352.0,135.6,99.28097053872465,135.6,0.0136913061141967,10.0,9856.711111111112,BENIGN,
32.0,6,63.6,270.0583989543561,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15625.0,66.0,2962.0,1562.5,699.6118368225499,1562.5,0.0037674188613891,10.0,489456.7222222223,BENIGN,
32.0,6,164.8,8277.686994276692,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7900.0,66.0,2962.0,790.0,1023.8906191581208,790.0,0.0001209020614624,10.0,1048352.0,BENIGN,
29.6,6,215.2,172.03660332317486,0.0,0.0,0.0,0.0,0.9,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,677.0,66.0,83.0,67.7,5.375872022286245,67.7,0.0059399127960205,10.0,28.9,BENIGN,
20.8,6,60.6,57.696410123789306,0.0,0.1,0.0,0.2,0.6,0.0,0.0,6.0,1.0,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.0,0.3,0.0,0.0,0.7,0.7,1076.0,60.0,317.0,107.6,89.99036985514986,107.6,0.0173738002777099,10.0,8098.266666666666,BENIGN,
27.2,6,81.7,377.31454993612925,0.0,0.0,0.0,0.2,0.8,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,31785.0,60.0,10202.0,3178.5,3948.7906235819705,3178.5,0.0027544975280761,10.0,15592947.388888888,BENIGN,
32.0,6,64.0,2103.4623871614845,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17073.0,551.0,2962.0,1707.3,726.2635043686126,1707.3,0.000517988204956,10.0,527458.6777777779,BENIGN,
30.8,6,114.0,81.07065818263351,0.1,0.0,0.1,0.3,0.9,0.0,0.0,9.0,0.0,1.0,1.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5167.0,60.0,1514.0,516.7,688.81606156264,516.7,0.0123351097106933,10.0,474467.56666666665,BENIGN,
27.2,6,101.0,94.9306970133174,0.0,0.0,0.0,0.4,0.8,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1152.0,66.0,214.0,115.2,58.57910131703209,115.2,0.0120865106582641,10.0,3431.511111111111,BENIGN,
19.2,6,60.7,48.8528905443779,0.1,0.1,0.0,0.0,0.5,0.0,0.0,5.0,1.0,1.0,0.0,0.1,0.4,0.2,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.1,0.1,0.0,0.9,0.9,1211.0,60.0,357.0,121.1,98.90899296266689,121.1,0.0214272022247314,10.0,9782.988888888887,BENIGN,
29.6,6,114.0,99.791438163057,0.0,0.0,0.0,0.1,0.9,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,10880.0,60.0,4410.0,1088.0,1528.0290864014628,1088.0,0.0100371837615966,10.0,2334872.888888889,BENIGN,
32.0,6,64.0,3768.128649717007,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16588.0,1514.0,2962.0,1658.8,457.8978051923814,1658.8,0.0002823829650878,10.0,209670.40000000005,BENIGN,
26.0,6,131.2,31.01841594204399,0.0,0.0,0.0,0.4,0.9,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,986.0,60.0,230.0,98.6,60.163111621657336,98.6,0.0322633028030395,10.0,3619.6,BENIGN,
32.0,6,114.5,1050.6510357956963,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12244.0,66.0,2962.0,1224.4,915.7956103847628,1224.4,0.0009753942489624,10.0,838681.6000000001,BENIGN,
32.0,6,197.6,2138.9688408383904,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5004.0,66.0,2962.0,500.4,977.3255115648803,500.4,0.0005109071731567,10.0,955165.1555555554,BENIGN,
32.0,6,176.1,27324.45602605864,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660.0,66.0,66.0,66.0,0.0,66.0,0.0006824016571044,10.0,0.0,BENIGN,
27.2,6,80.8,234.14860715681348,0.0,0.0,0.0,0.0,0.8,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,15128.0,60.0,4410.0,1512.8,1366.6033156048695,1512.8,0.0042959928512573,10.0,1867604.6222222224,BENIGN,
32.0,6,232.0,4906.76649508657,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660.0,66.0,66.0,66.0,0.0,66.0,0.0003372907638549,10.0,0.0,BENIGN,
32.0,6,163.8,105.06747227587104,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7900.0,66.0,2962.0,790.0,1230.5633759470588,790.0,0.0095643043518066,10.0,1514286.2222222222,BENIGN,
15.2,17,112.2,135.79028816923022,0.0,0.0,0.0,0.1,0.3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,1221.0,60.0,336.0,122.1,93.1217244017504,122.1,0.0080689907073974,10.0,8671.655555555555,BENIGN,
29.6,6,137.6,1348.0872946999646,0.0,0.0,0.0,0.1,0.9,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,6566.0,66.0,1514.0,656.6,738.4223723588011,656.6,0.000824499130249,10.0,545267.6,BENIGN,
28.4,6,86.8,34.03569675207433,0.0,0.0,0.0,0.3,0.9,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,2536.0,60.0,1514.0,253.6,446.71621615716816,253.6,0.0296771049499511,10.0,199555.3777777778,BENIGN,
12.8,17,80.7,86.85981254219458,0.0,0.0,0.0,0.1,0.2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,1.0,1.0,984.0,60.0,201.0,98.4,61.70575337843304,98.4,0.0115399122238159,10.0,3807.6,BENIGN,
32.0,6,214.3,193.0501461349044,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660.0,66.0,66.0,66.0,0.0,66.0,0.00518000125885,10.0,0.0,BENIGN,
32.0,6,175.8,642.8741780727435,0.1,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660.0,66.0,66.0,66.0,0.0,66.0,0.0018199920654296,10.0,0.0,BENIGN,
20.0,6,148.0,329.2284023297069,0.0,0.0,0.0,0.0,0.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,686.0,60.0,88.0,68.6,10.58510483861376,68.6,0.003037405014038,10.0,112.04444444444444,BENIGN,
32.0,6,64.0,1817.8407662635984,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15384.0,66.0,2962.0,1538.4,924.1461163930976,1538.4,0.0012876033782958,10.0,854046.0444444445,BENIGN,
23.2,6,69.9,73.96174511674494,0.0,0.0,0.0,0.3,0.7,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.2,0.0,0.0,0.8,0.8,10487.0,60.0,5217.0,1048.7,1605.8603820589967,1048.7,0.0137899160385131,10.0,2578787.566666667,BENIGN,
27.2,6,118.6,70.79352541056932,0.0,0.0,0.0,0.1,0.8,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,15558.0,66.0,7306.0,1555.8,2235.108239984016,1555.8,0.0141654014587402,10.0,4995708.844444444,BENIGN,
22.0,6,66.0,65.6327056897898,0.0,0.0,0.0,0.4,0.8,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.8,0.8,1068.0,60.0,263.0,106.8,76.91524917437084,106.8,0.0159080028533935,10.0,5915.955555555554,BENIGN,
27.2,6,68.8,122.3539021181385,0.0,0.0,0.0,0.3,0.8,0.0,0.0,8.0,0.0,0.0,0.0,0.1,0.7,0.2,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,16578.0,66.0,5605.0,1657.8,2022.497729706184,1657.8,0.0083245992660522,10.0,4090497.066666666,BENIGN,
30.8,6,183.3,3070.275968084328,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5658.0,66.0,1999.0,565.8,778.9207348062517,565.8,0.0004664897918701,10.0,606717.5111111111,BENIGN,
29.6,6,116.1,80.29481414265558,0.1,0.0,0.0,0.5,1.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4247.0,60.0,2922.0,424.7,894.2369869832543,424.7,0.0125339984893798,10.0,799659.7888888889,BENIGN,
32.0,6,64.0,94.8109569471005,0.0,0.0,0.0,0.3,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12171.0,66.0,1999.0,1217.1,642.4346832341964,1217.1,0.0105903148651123,10.0,412722.3222222223,BENIGN,
32.0,6,69.5,115.8279552075998,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9923.0,66.0,1514.0,992.3,686.6369006493413,992.3,0.0086972951889038,10.0,471470.2333333334,BENIGN,
