Node,Degree,In degree nodes,Out degree nodes,Betweenness centrality,Local reaching centrality,Label
875731176622575420765562840084503318498783192379,2,1,1,0.004477952334587687,0.4923540435385502,HTTPS > 0.05
729090439143476131512000309647445146357753464353,2,1,1,0.004736717454803821,0.5281683564441221,Tot sum <= 3514.0
1024878119325809578755093240367609418988755042814,3,2,1,0.01109181337333228,0.5762270938600306,Time_To_Live <= 241.65
319488763998053370058054861272361034649617834884,11,5,6,0.02812645281264528,0.6466349405827678,syn_flag_number <= 0.1
521549965839577152187537545293086910980978866510,4,2,2,0.016293430874626105,0.6097987909989139,Max <= 1502.5
287821443460509989541134239124900878905846943910,2,1,1,0.0015394331728112419,0.7110127202126313,Tot sum > 3655.0
769883456016408675130867629565186605804844250268,2,1,1,0.0031446540880503146,0.7760742901188189,psh_flag_number <= 0.37
160617870897841111451605648390929784691552556427,2,1,1,0.002285027586993325,0.523509084173975,Variance > 680547.12
1245026685790655421385463149120880012921441103318,2,1,1,0.0039735796426409835,0.46674643792542936,TCP > 0.5
75076807411882376712545480296411618658635315001,2,1,1,0.004232344762857118,0.4942493799475227,Tot size > 790.65
1280070445702808825270612652459169078303947795821,2,1,1,0.004491109883073253,0.5292543007017075,Rate <= 561.46
576742253695607762951764783882693162844639509317,2,1,1,0.0,0.0005998084647693793,Max > 1502.5
1089278806871601723968592234327512044041647505481,5,2,3,0.013903142899748252,0.014108775687156157,Min <= 61.0
764735980117750030315605608738585207796786331778,2,1,1,0.0065963176407638395,0.010192079770369627,Max <= 64.0
242003031567136668363197194432475934037144718052,2,1,1,0.005276176942712034,0.010938074939392216,Time_To_Live <= 78.33
178313380883674538535079461257912540181207652075,2,1,1,0.003947264545669851,0.012865503414863226,ack_count > 13.0
208797973962340694904605892894863341665156159963,6,3,3,0.005591958106365622,0.019175415227550313,ARP <= 0.0
1420685708284266301654482384429494113974136251503,7,0,7,0.0,0.6808888565389491,Tot size > 62.99
669010142043334812880994917204690672892220988294,2,1,1,2.1929247475943617e-05,0.7418921931823212,Tot sum > 2199.5
287706430603178195962515513166763322582899449909,6,3,3,0.009201512240905941,0.8083330518753428,psh_flag_number <= 0.35
467419630406932571459402889509334424700560294682,2,1,1,0.00673227897511469,0.646039744054755,Min <= 1244.0
722481527646075884317646237155021822185490894379,2,1,1,0.0032981588203819198,0.6466680913125993,Min <= 1507.0
58977739486709030565696475807692003242045520459,2,1,1,0.0035569239405980548,0.6811391330847749,Tot size > 138.05
38876684936712147130762768298287451902109053099,2,1,1,0.0038156890608141893,0.7221593638522275,Variance > 173096.54
944163511000872468149254282351031011082291088324,3,1,2,0.005407752427567696,0.008280872174783117,AVG > 63.4
1070884623453240339280433190821302531375921195414,2,1,1,0.001363999193003693,0.0012664087878867041,Header_Length > 7.98
1259515608472676073103123575058680234823132293976,2,1,1,1.3157548485566169e-05,0.0006332043939433521,Tot sum > 15087.0
199737191447430138803116354132034043655074465787,2,1,1,0.0004649000464900047,0.6983022661033774,Rate <= 9671.28
1283881692392161277493995882646230642943665593038,2,1,1,0.0021446804031472855,0.6452617107034174,Min <= 72.0
990359920748717526760110089629081703072830752382,4,2,2,0.003723586221415226,0.7018503159182206,IAT <= 0.03
133930239342433631128276537975592981919354717081,2,1,1,0.004013052288097682,0.4705646118274891,rst_count <= 1.5
1127753242925124148421563386584774746262661462027,2,1,1,0.004271817408313817,0.4910002808808782,AVG <= 204.45
558214097872403342659570267817618905457622066308,2,1,1,0.004530582528529951,0.5156443196480621,Max <= 1502.0
329432857009351640730558022655178830695085912619,2,1,1,0.004789347648746086,0.5461811992413871,HTTPS <= 0.95
492059831088415984496740481587514332254607280136,2,1,1,0.022959922107312965,0.7769178834752144,Header_Length > 11.0
760255495060850404408588223994525456047654918389,2,1,1,0.0008333114040858574,0.6316444117819665,Tot size > 62.65
1421919128814804351690947703424341912816295245856,5,2,3,0.009508521705569152,0.7800094165991396,Tot sum <= 35426.0
820237168816403091456178268166039007939825388434,2,1,1,0.0013420699455277494,0.010944197526407445,ack_flag_number <= 0.81
1067319981965712872034330218970832335074422150196,4,3,1,8.771698990377447e-06,0.019969007965552874,Number > 10.5
240019841931461733319951309975157696724938261847,3,1,2,0.010539196336938502,1.6929015719412102,Variance <= 16.85
1417394437485653248370221845596117295625354908880,4,2,2,0.0013771567414892591,0.0025213926526349443,Number > 22.0
151444507604518152594472521617972724807284761113,3,2,1,0.0,0.005480447745497216,Tot sum <= 6001.0
845625221445319325732150460278565301810546003116,2,1,1,0.007455944141820829,0.558427817583925,Max > 1493.5
72988825123612038016896977355075383732386589131,4,2,2,0.014109277826022122,0.5812044691996378,fin_flag_number <= 0.0
395648652244969670113659251312984123434839001726,2,1,1,0.014341727849267126,0.6043599548307071,syn_count <= 3.5
1240401884464610778318695628466402756462828655241,2,1,1,0.014600492969483259,0.6329303940391988,ack_count <= 11.5
1252639526832289973629344770868355037803053633706,2,1,1,0.0014297869354315239,0.0013112296401991414,Tot sum > 3713.0
489573195238351656105740412854787983644059380819,2,1,1,8.333114040858574e-05,0.0006556148200995707,Max > 1498.5
1292811525283570822709640436693746544342173587717,3,1,2,0.03607799794742244,1.630016705489312,Rate > 47.19
423744820951928538799224631582991160814696992213,2,1,1,0.034985921423120445,1.908015989394798,TCP > 0.3
1242074094213274666803667927274434019568687379698,7,3,4,0.03704727068585915,2.340117669661351,HTTPS <= 0.1
1125172360728859089301234411074419920961484457594,5,3,2,0.004473566485092497,0.4418909044568542,Time_To_Live > 63.35
472512680751737609582395093648090616059092428020,2,1,1,0.004727945755813444,0.45756812128253094,Tot sum > 2495.5
423813136630461862428170049462436520474605241419,2,1,1,0.004986710876029578,0.4776753489890047,Std > 355.28
609964491472781634300320393105792312732988135165,2,1,1,0.005245475996245713,0.5022011666397772,Min <= 1504.0
961790671073174262019667008806020090392547209682,4,2,2,0.014951360929098358,0.5329592899539121,ack_flag_number > 0.85
613148910390529016751623441696139971801492582077,4,2,2,0.022139768251712676,0.588626567499427,psh_flag_number <= 0.45
1356918774125706948148669054462171222594891604227,2,1,1,0.001745568099085112,0.601439467212777,Variance <= 831186.41
798603967889225453342412611697162446110455859273,2,1,1,0.0020043332193012465,0.6321962382687478,Max > 1501.5
1045777643599004391385926847837630459689287939264,2,1,1,0.00267975404156031,0.5220410736350987,Header_Length > 12.4
635354149074139914033287563243257259408313222875,2,1,1,0.002938519161776445,0.5539778270789958,Max <= 5051.5
1422306862440093384681277638044350865412974807270,2,1,1,0.0031972842819925794,0.5946785245957457,Tot sum <= 9140.0
797610753350974897814736785778043014385684562947,5,2,3,0.011973369121865215,0.5219869652774716,Time_To_Live > 61.95
596061063106738351138860738677110511205079585077,2,1,1,0.006824381814513654,0.5471832451539353,Time_To_Live > 69.85
1376634548742164969356006375947159510816243110280,3,1,2,0.010942694490495864,0.5739493194372141,TCP <= 0.35
422065796223582463013367896756194658963435873121,2,1,1,0.004061296632544758,0.0026839780972977064,UDP <= 0.75
202878882476447525732333096665579083464379500285,2,1,1,0.0027236125365121973,0.00201298357297328,IGMP <= 0.0
799196049277313133980009762549410737429987400111,2,1,1,0.0013771567414892591,0.0013419890486488532,Max <= 189.5
493070114341962535091645238940707157157035096044,2,1,1,2.1929247475943617e-05,0.0006709945243244266,Rate > 397.62
286685310546126887007670494299097221294244185637,2,1,1,0.0015876775172583178,0.6575032150324308,Std > 0.63
1257968538875361669878432494109017667506314514486,2,1,1,0.0018464426374744526,0.7153077512425375,Variance <= 157684.25
106677032266674133856302899606386379125545998459,2,1,1,0.005434067524538828,0.5043859746642517,psh_flag_number <= 0.33
267766837448580909343568355559586073746133809003,2,1,1,0.005692832644754963,0.5265447287343116,Header_Length > 21.8
1325247533922567384199826234154149144455423597831,2,1,1,0.005951597764971097,0.5528623328506505,Max <= 1499.0
157129820854489943240615883809057190212337482094,2,1,1,0.006210362885187232,0.5848967203694169,Header_Length <= 33.8
285848756680663301328249263588796850659393704237,4,2,2,0.027705411261107166,0.6254519301971893,syn_flag_number <= 0.0
223189813334151023042436244472510009493740278033,2,1,1,0.005745462838697228,0.6504164693580682,Tot size <= 295.8
424950702532613617959377208745492680643099068772,2,1,1,0.006004227958913362,0.7020034367734848,ack_flag_number > 0.67
938189542570215176261121276807716263056094446364,2,1,1,0.006262993079129497,0.7702377037979774,Max <= 1507.0
583903694319149047033643317629698834907786427405,2,1,1,0.006521758199345632,0.8672236058138751,Std <= 587.83
765646696511445317973357682684857858999533673724,2,1,1,0.02759576502372745,0.60830515263103,fin_flag_number <= 0.1
306301110546769032185094571534824386624637298002,4,2,2,0.012653175793619466,0.7229438070018241,ack_flag_number > 0.81
712096193970046199609239327328025936024851381184,2,1,1,0.0027236125365121973,0.0020670322478206302,Tot size <= 63.55
1305548457797075109785190514645234014228223041301,2,1,1,0.0013815425909844477,0.001378021498547087,ack_count > 22.0
639025992518995640837875136019703437249644650736,2,1,1,3.070094646632106e-05,0.0006890107492735435,ICMP <= 0.0
97352969154438240085198864070416002873253676928,2,1,1,0.0013201406980518056,0.0027501108254645865,Max > 64.0
503370148974855972752773457293497706085178597391,3,2,1,8.771698990377447e-06,0.00342527984093576,Number > 13.0
852550629365964024920766762540278066576525600948,2,1,1,8.771698990377447e-06,0.5283776530948597,Tot size <= 198.05
1091772061019709319601978724012727821998230414986,2,1,1,0.0016139926142294501,0.5626577827459404,Tot size <= 289.8
667636065960217070606624729671006003304038343669,2,1,1,0.0,0.7949337012743001,Time_To_Live <= 193.0
1306196843901709884584010498063340687302478744424,6,0,6,0.0,2.969039558693929,Tot sum > 5999.0
1342657469448605099144946880924325899461158473766,2,1,1,0.0015920633667535066,0.6121104010623483,Min > 64.0
743400083604207944956401889141438126223736557272,2,1,1,0.003201670131487768,0.6502186943011208,Rate > 109.13
1275124814045766080220536199544136293601400070153,2,1,1,0.004802505197231652,0.6992244750746498,psh_flag_number <= 0.55
538191563477924688606736272023174950367364502356,2,1,1,0.02374498916695175,0.8707831899976735,Time_To_Live <= 220.45
1154519493277843990052013356129047846396442255412,2,1,1,0.00810943571660395,0.6805746199870583,SSH <= 0.15
1393034587460734275108259379502894745998649883453,2,1,1,0.008368200836820085,0.7330466431747963,Time_To_Live > 62.65
14677893904445507785574192933477396509830395368,4,2,2,0.017188144171644607,0.5878365795826163,Header_Length <= 32.4
533300537982710134758957631630164172637141352729,2,1,1,0.002710454988026631,0.0021764478578774624,Variance > 580973.53
555642575953710064919159085884314165050572529859,2,1,1,0.0013683850424988818,0.001450965238584975,Number <= 11.0
1261648531580620706137645758813299989332518146751,2,1,1,1.7543397980754893e-05,0.0007254826192924875,Header_Length > 26.2
905408325027538164089697993925715892446347564046,2,1,1,0.013061059796672018,0.6445681039922407,Rate <= 15745.77
598312813686706157215425232647728526516685883132,2,1,1,0.013319824916888153,0.7025895854158879,HTTPS > 0.2
649426050610508850936826706344673526547318907744,2,1,1,0.004447251388121365,0.6689739103209253,Time_To_Live <= 216.1
901820364115932856845557992498318406983176010040,2,1,1,0.001885915282931151,0.5515186505879841,Max > 2931.5
740043199848874537428689106371244464475456534152,2,1,1,0.0024604615668008738,0.7565387344580973,Std > 755.98
560272444880348369899404688872655100551086879065,3,2,1,0.00453496837802514,0.8194297686446185,UDP <= 0.55
860440226307720286688657566047220952632368634317,2,1,1,8.771698990377447e-06,0.0007461353649658653,UDP <= 0.15
1240109455169276991964195549603100205343920124650,10,5,5,0.024758120400340342,0.6099602810861228,rst_flag_number <= 0.05
353678676405108312753446367337787706651403358644,2,1,1,0.009732200029823777,0.5532897939322732,Tot sum > 7960.5
257711990708449088883374418234561981791379092145,2,1,1,0.005995456259922985,0.7457887470155317,Max > 2874.0
119344160183475244949093914849963595993797471657,4,2,2,0.006640176135715727,0.8160260936470725,HTTPS > 0.25
743075882901197344619292071143398815035102873878,2,1,1,0.00267975404156031,0.5344813747605061,Time_To_Live > 62.45
894271682574492716380138675952294725999112443407,2,1,1,0.002938519161776445,0.5686098050695467,Rate <= 1765.69
248033278716617619972145658768251396818632364186,2,1,1,0.0031972842819925794,0.6152917947449305,Std > 755.85
325551195483518595353909212855727284622040285051,2,1,1,0.00649105725287931,0.006079413988368567,Tot sum <= 35794.0
368895190526474322630463350262516775731513218980,4,2,2,0.0054296816750436395,0.005677307959575371,AVG > 206.35
485286984889666322070978850247914612689823260711,2,1,1,8.771698990377447e-06,0.0007601968088285908,AVG > 781.85
1081120431056829239705557225884792952917305544014,2,1,1,0.00267975404156031,0.5340006043210244,AVG <= 3404.2
408188955411007800742274299601350483998307949934,2,1,1,0.002938519161776445,0.5630756763466584,Rate > 329.77
1327591587969702676170349114218927800435590920039,2,1,1,0.0031972842819925794,0.6000084726257746,Tot sum > 9140.0
404792258416932853105473822002114249667118477531,2,1,1,0.0,0.5519170702795362,Std > 426.91
1422903831267254838319679233631999844356305844515,3,1,2,0.0035437663921124886,1.7556347750918524,Max <= 655.5
519246868803490290752420769250736118639714922742,2,1,1,0.0005306877889178355,0.0029572974123794307,Tot size > 58.0
881628252635621084750814762093090114513283890033,4,1,3,0.0017499539485803005,2.6626501830112566,psh_flag_number <= 0.1
1320569302170672074896921704835796692620326038749,2,1,1,0.003061322947641729,0.6528371457410262,Tot sum > 10816.0
1289684885355651410163396270336711081686957920053,2,1,1,0.0033200880678578635,0.7009951723030627,Time_To_Live <= 219.5
275409520758972370643478582459551709901991264221,2,1,1,0.0019429313263686044,0.532349852424599,Rate <= 14492.19
671328880370758937403800270241477012788812950970,2,1,1,0.011911967228932572,0.604779369156624,ece_flag_number <= 0.05
112036831443961378545640353474359831949825462812,2,1,1,0.012170732349148707,0.655026421538114,Tot sum <= 34688.0
422705652263043289873859759118275221583044103512,2,1,1,0.0220520512618089,0.617163557261814,Header_Length > 24.66
