Node,Label,Inlier-Outlier Propagation Score,Local reaching centrality,Betweenness centrality,Degree,In degree nodes,Out degree nodes,In Weight,Out Weight,Diff,To Inliers,To Outliers,In Out,To Inliers Weight,To Outliers Weight
1429650867505148313720594668477948880050562903683,syn_flag_number >,-0.1072637348803325,5.077730250940072,0.05512012012012012,141,70,71,63154.767071842965,63555.45460044287,-400.6875285999049,2618.203163215392,9392.41935483871,-6774.216191623318,0.0414569364215531,0.1487206713018856
922599836131670820904126277297069322180441856169,Rate <=,-0.0826713505676001,8.553280102455421,0.0,146,73,73,350373.02587009466,363776.7193737738,-13403.693503679184,33084.10810370129,62049.91935483871,-28965.81125113742,0.0944253856915562,0.1770967362591563
681078890404174620223416780986783609679186091789,IPv <=,-0.0755086875461424,5.243881512366691,0.08693693693693692,131,66,65,40538.24186184733,48202.1036250217,-7663.861763174369,3933.365400293495,6994.354838709678,-3060.9894384161835,0.0970285147959362,0.1725372023420787
426624906449189252299067265451872698344494536313,Number >,-0.0740137803434873,7.610481583915556,0.07079579579579579,62,29,33,89500.19202042888,98459.60035082552,-8959.408330396647,7064.7040600032615,13688.951612903224,-6624.247552899964,0.0789350715403013,0.1529488518837887
520582048177068818674784514618258893555315007951,LLC <=,-0.0639129044446153,5.21210096711078,0.00018018018018018018,126,63,63,33676.76526511784,36228.8551490351,-2552.0898839172587,4242.4588292842,6394.83870967742,-2152.3798803932195,0.1259758410846694,0.1898887455292848
629827923182617752624696690572530002196221478554,DHCP >,-0.0365564017685594,4.598869261046912,0.18498498498498497,83,41,42,3519.008812715979,3723.9795290417255,-204.9707163257467,670.7125387249307,799.3548387096774,-128.64229998474673,0.1905970045602907,0.2271534063288502
371266811264664269299964157380215767396824640058,ICMP >,-0.019773016976217,4.869209747946369,0.05945045045045045,132,66,66,27262.21313307701,27889.08367214908,-626.8705390720716,2358.605087233002,2897.6612903225805,-539.0562030895785,0.0865155398690404,0.1062885568452574
1043754360836331848364792327262011021650379248223,DNS >,-0.0127839642718169,3.5458593865069825,0.003978978978978979,133,66,67,31066.43117876322,32928.3394828611,-1861.908304097877,3100.0252731126693,3497.177419354839,-397.1521462421697,0.0997869776310779,0.1125709419028949
1418162538066850581097605911983264533342366443794,Header_Length <=,-0.0054396546374027,7.955476571598638,0.0,140,70,70,144646.35681900664,149186.01585552513,-4539.659036518482,12902.125387249307,13688.951612903224,-786.8262256539183,0.0891977210555914,0.0946373756929942
171982518954274878349485416184092168691833932185,Class 1,0.0,7.034044130877919,0.0,148,74,74,1403727.6055763902,1022343.6882439264,381383.9173324639,0.0,0.0,0.0,0.0,0.0
1345309773886921328764805451107636357621530213384,Class -1,0.0,6.649618455097943,0.0,145,73,72,914561.8548387096,496898.9516129032,417662.9032258065,0.0,0.0,0.0,0.0,0.0
1085488307210616684491611463585545838953333018237,Type >,0.0018857231724643,8.660316129209233,0.018453453453453453,122,61,61,30904.210892422278,37284.84290433036,-6380.632011908081,2156.5832382194685,2098.3064516129034,58.27678660656511,0.0697828281630146,0.0678971049905503
161772624339136553719839337862344762258727720981,ack_flag_number <=,0.0052622471958436,4.933048894217722,0.04212312312312312,142,71,71,130311.97798267438,133677.45019014008,-3365.472207465704,11676.862872982229,10991.129032258064,685.7338407241641,0.089606980522809,0.0843447333269654
843826879422383561066103188424018239931401286651,ack_count <=,0.0083467082452537,5.7808439748907405,0.04561561561561561,139,70,69,93926.26264313103,98448.45656496058,-4522.193921829545,8377.846078591228,7593.870967741936,783.9751108492928,0.0891959910128917,0.080849282767638
160227321490815016489601533331665083666172936667,IGMP <=,0.0173313179062377,6.741316586366418,0.0339039039039039,123,61,62,114615.9230077371,132022.45136043508,-17406.528352697977,8880.880482634926,6894.435483870968,1986.4449987639584,0.0774838281591592,0.0601525102529215
1118614325010621431186771152252517336813918651911,sum >,0.0248058591199865,5.393364270878479,0.0009009009009009009,138,69,69,158445.13337418408,168190.11343972062,-9744.98006553654,15121.335398662972,11190.967741935485,3930.367656727487,0.0954357832054861,0.0706299240854996
1184472685782376059334758133512718430805424685192,SSH >,0.0295032481107926,4.202842595911237,0.17625225225225227,100,50,50,6390.211757651626,6918.417432399026,-528.2056747474007,987.886841676178,799.3548387096774,188.5320029665006,0.1545937566925359,0.1250905085817432
974265510705878984211701297112044370513255377925,Std <=,0.0320900643298851,6.779800506799409,0.0,144,72,72,313969.5195741704,326743.27962687315,-12773.76005270274,26761.83433882276,16686.532258064515,10075.302080758249,0.0852370458607549,0.0531469815308698
450410814915736770904937984733342042835793211647,ece_flag_number <=,0.0359906754676735,6.025187695872496,0.0007207207207207207,134,67,67,127799.24977514557,136327.78134418244,-8528.531569036873,8996.03293657264,4396.451612903226,4599.581323669413,0.0703919072482864,0.0344012317806129
1091995366823138898995898948102109473193356840202,DNS <=,0.0396250025149224,7.279315142006161,0.0,148,74,74,422700.3180309589,455369.0594378376,-32668.74140687869,33935.63019729333,17186.129032258064,16749.501165035264,0.080282954021359,0.0406579515064366
328762230998630318210090741851512569814964725689,size <=,0.0419821651683444,7.002482050981735,0.0,146,73,73,293861.37258511595,304721.3829205304,-10860.010335414438,29023.46893852927,16686.532258064515,12336.936680464754,0.098765852358233,0.0567836871898885
338730224709676774412755851787278702947952010784,sum <=,0.0446820232262657,6.891425188662556,0.0,144,72,72,241283.6712154763,263628.102320603,-22344.431105126685,27067.897440078264,16286.854838709678,10781.042601368586,0.112182881268851,0.0675008580425852
1455733501014453866297060548284701359849809242142,DHCP <=,0.052602821687615,6.061277688414109,0.007387387387387387,129,64,65,272624.118965091,272841.89525991067,-217.77629481966144,19636.523724115443,5295.725806451613,14340.79791766383,0.0720278301078337,0.0194250084202187
841356973986788424033641854148712928121319667477,Variance >,0.0526926335107124,4.698027494317882,0.0022522522522522522,140,70,70,50869.02012118471,54886.97402471032,-4017.953903525609,8375.825860101093,5695.403225806452,2680.4226342946413,0.1646547513623705,0.1119621178516581
1390694102288752714886335797250086933489416434790,size >,0.0530208904708685,5.097290899731033,0.0005405405405405405,136,68,68,67334.15924164883,68473.92089594631,-1139.7616542974863,7766.72998532529,4196.612903225807,3570.117082099483,0.1153460601988368,0.0623251697279682
1239329028096551917906154637654656383307088642249,cwr_flag_number <=,0.0531468969488496,6.731477322788084,0.12351351351351351,117,59,58,68667.40569263056,77194.8131078302,-8527.407415199632,6047.52405022012,2398.064516129032,3649.459534091088,0.0880697907430795,0.0349228937942298
896530251803066355404557928035950607124936193677,psh_flag_number <=,0.0585992704675532,7.880530063050308,0.0,143,72,71,330213.2492649495,356990.6099603941,-26777.36069544457,37435.6587314528,18085.40322580645,19350.25550564635,0.1133681304877502,0.054768860020197
926368966621798523173828527325665066772113177503,UDP <=,0.0615299695911219,7.654301156199765,0.011456456456456456,145,72,73,441675.90446710814,455248.2210463752,-13572.316579267092,39965.9823903473,12789.67741935484,27176.30497099246,0.0904871241245708,0.0289571545334488
215123608059624622405742600984392925785664489773,Variance <=,0.0626759846143653,8.543262812586576,0.05331831831831832,142,71,71,379917.6460107404,400654.8303861185,-20737.18437537807,42896.309310288605,19084.59677419355,23811.712536095056,0.1129094943620384,0.0502335097476731
841518471221275042570144506781210008737201997031,Min <=,0.0638120744473731,7.498040502702138,0.0,143,71,72,288658.2184033494,301013.54884732515,-12355.330443975748,26513.34746453612,8093.467741935484,18419.87972260063,0.0918503121483565,0.0280382377009833
1454952188391427871478129207189215566009723810659,Std >,0.0642838875960645,5.514617420977338,0.022612612612612614,142,71,71,96005.7191528642,99803.87654308,-3798.157390215813,14664.766019892386,8493.145161290322,6171.620858602064,0.1527488794343861,0.0884649918383215
1338222599102815322204523610829624561969283441716,SSH <=,0.0645807365532653,6.7069737695878215,0.006636636636636636,138,69,69,241717.2361707947,251414.46413637488,-9697.227965580185,23104.22876243274,7493.951612903226,15610.277149529513,0.0955837040355183,0.031002967482253
684418957212367241623111035135876005715150589706,HTTP <=,0.0650467733210991,8.640700438126931,0.0,140,70,70,362003.7821436649,386836.7477106926,-24832.965567027684,41532.66182944726,17985.483870967742,23547.177958479515,0.1147299113382318,0.0496831380171327
505469541859377927785473031559292540931343582537,ICMP <=,0.0652041880280125,8.749088664258553,0.0,144,72,72,486602.565944152,493929.2793086581,-7326.71336450614,41620.54133376814,9892.016129032258,31728.52520473588,0.0855329261427384,0.0203287381147258
1343908975744673306589744221553424462279673294717,TCP <=,0.0668069530428965,4.932154378906802,0.08433933933933933,141,70,71,53282.49694934333,55199.19553394382,-1916.6985846004973,6057.625142670798,2497.983870967742,3559.641271703056,0.1136888376013965,0.0468818845584999
1070253533701240439447821754319583826073025846503,Max >,0.0707471274221035,6.094781216086973,0.012462462462462466,143,71,72,118784.3668966932,135950.71733824947,-17166.350441556264,18995.104353497474,10591.451612903224,8403.652740594249,0.1599124939565281,0.0891653665344246
475011065740486827108472353828139148231878458661,syn_flag_number <=,0.071988885927372,6.517549320090294,0.07270270270270271,144,72,72,231236.44039648015,231250.8588913493,-14.418494869110871,18944.59889124409,2298.1451612903224,16646.45372995377,0.0819273937047357,0.0099385077773637
510505520442458443414009447271658614884328320759,IRC <=,0.0728565691788299,6.0902190006173536,0.12016216216216218,105,53,52,24220.57869116309,31489.878749546348,-7269.300058383258,2963.6605250285343,1199.032258064516,1764.6282669640182,0.1223612599359498,0.0495046907571198
378316838538499851440768051160724422589084218125,IAT <=,0.0738161195933236,9.096546731439483,0.0,146,73,73,479435.7919741431,515926.2165413969,-36490.42456725385,51377.18653187673,15987.09677419355,35390.08975768318,0.1071617667932635,0.0333456471999399
1379366653555122327876205020011632492492609315477,Type <=,0.0751028038649557,7.871932428456939,0.0007207207207207207,136,68,68,139471.95816655533,165072.26462605788,-25600.30645950255,14071.831893037666,3597.0967741935483,10474.735118844115,0.1008936282104342,0.0257908243454784
64377807084757001895684323011847661640759168792,Max <=,0.0753914403339498,10.835968235555939,0.03357357357357357,145,73,72,478352.74306633073,521028.26204614906,-42675.51897981833,63041.92809391815,26978.225806451614,36063.70228746653,0.1317896238867735,0.0563981835528236
786396322989194697344344278946426998739971577495,HTTPS <=,0.081714408267049,7.135826368262862,0.004054054054054054,140,70,70,207689.24614591603,222769.39515471563,-15080.149008799575,28561.849013533345,11590.645161290322,16971.203852243023,0.1375220409508669,0.0558076326838178
1375509225989204300559045429796274689340158771149,rst_count <=,0.0836701263564909,7.921287060313457,0.0017117117117117118,144,72,72,362116.9795474509,372134.5750645635,-10017.59551711264,34195.22827327572,3896.8548387096776,30298.373434566045,0.0944314412320863,0.0107613148755954
218607780770691257170847497927336330511308420255,ack_count >,0.0861704430711632,6.993783909206018,0.006327327327327327,144,72,72,152394.77450124393,161287.4504531277,-8892.675951883779,22424.4252405022,9292.5,13131.925240502202,0.1471469432852447,0.0609765002140814
1043469376771332113858820724324827897913309990452,LLC >,0.0906933153762677,7.756793890946454,0.10207207207207203,144,72,72,311354.2652782672,324710.776904951,-13356.511626683816,32134.60541333768,3896.8548387096776,28237.750574628004,0.1032091382612599,0.0125158228849922
714914936218336719861297767221934377853836589461,UDP >,0.0912159100672415,5.621118922376944,0.03749249249249249,140,70,70,90072.01160564476,95347.19309341848,-5275.181487773705,10414.226316647644,2198.225806451613,8216.00051019603,0.1156211139398488,0.0244052038726073
681503808608794911981134712221284126975357543438,syn_count <=,0.0916926521323478,10.046541597548124,0.024504504504504504,143,72,71,460660.337505194,502253.4103843301,-41593.07287913613,53929.73259416273,11690.564516129032,42239.1680780337,0.1170704925156589,0.025377840383311
1418025003262016765970487572214907425163069882682,IPv >,0.0917564398981523,8.203635773876952,0.0017117117117117118,142,71,71,273047.89237756614,306305.5111822347,-33257.61880466854,31448.741235936737,6394.83870967742,25053.90252625932,0.1151766489098181,0.0234202090116657
456981593260173952852784572082992124101289568915,TCP >,0.0918068881315985,7.8171399568950335,0.0001951951951951952,138,69,69,230052.70640585307,242711.34658878727,-12658.640182934208,28614.374694276863,7493.951612903226,21120.42308137364,0.124381821632631,0.0325749335010325
40351198695966294513339726256484683518911283460,fin_flag_number <=,0.0928567529411502,7.700274250903367,0.0,136,68,68,233988.0268562983,236520.4033178521,-2532.376461553824,27822.44904614381,6095.080645161291,21727.368400982523,0.1189054389660319,0.0260486860248816
1329847435934461746074927120436757452470095790255,Min >,0.0930979892022323,4.72930395253961,0.0,127,64,63,31706.726395543938,32995.54433182729,-1288.8179362833507,4550.542149029839,1598.7096774193549,2951.8324716104835,0.1435197721852916,0.0504217829830593
1077028023530208599426324724984012030801332581683,Time_To_Live >,0.0949558889212668,8.40760827134827,0.04893393393393395,148,74,74,256064.97451649723,295499.313602247,-39434.33908574976,38603.34501875102,14288.467741935485,24314.87727681553,0.1507560535822674,0.0558001646610006
223165296026140232481876277255273629987157553131,Header_Length >,0.0952921263866678,6.597888752881164,0.0,138,69,69,122062.7579119833,126742.93617815836,-4680.178266175062,19325.4100766346,7693.790322580645,11631.619754053958,0.1583235575470916,0.0630314311604237
1232849963170894971818913290506039176322619533319,psh_flag_number >,0.0958085348866658,5.474665619356777,0.03415915915915916,142,72,70,69475.63971744607,71777.67868695529,-2302.0389695092163,10053.617316158488,3397.2580645161293,6656.359251642358,0.1447070852034762,0.0488985503168104
109928824856976412487775174607761519739702474552,Number <=,0.0981042074476448,5.503317199006241,0.07638438438438439,133,67,66,106317.48454947586,112515.43341678807,-6197.948867312225,11429.386107940649,999.1935483870968,10430.192559553552,0.1075024127628026,0.0093982053151578
119501872384761655346741968946796756296882526119,ARP <=,0.1112859418267837,8.15646984172231,0.055660660660660666,142,71,71,261536.6548366058,281496.93486585,-19960.280029244223,32902.28843958911,3796.935483870968,29105.35295571814,0.1258037366125398,0.014517794785756
153155765823982001952501641876618811106762500815,ack_flag_number >,0.1117390682070511,7.668382861118879,0.0,143,72,71,211044.7638896925,210511.0677824356,533.6961072568665,25980.009783140387,2398.064516129032,23581.945267011357,0.1231018922446209,0.0113628240375697
569123040751934560481271658954372810915922105207,AVG <=,0.1165816096378657,10.58597239672999,0.03915915915915916,143,71,72,342565.2072474135,354561.73711229046,-11996.52986487694,51227.69036360672,11290.887096774191,39936.80326683253,0.1495414282589654,0.0329598186210997
1233133706649643691022119102239698495899057226060,Time_To_Live <=,0.1234423657935904,8.311964372594655,0.0,141,71,70,182502.69346686092,188800.05663438933,-6297.363167528383,31321.46747105821,8792.903225806453,22528.56424525176,0.1716219463727838,0.0481795805791933
417610515582391639059962073933335223318558562917,fin_count <=,0.1351904558269188,7.913134922892057,0.0,144,72,72,205729.92746800755,213956.28974400784,-8226.36227600029,29511.35170389695,1698.6290322580646,27812.722671638887,0.1434470524882004,0.0082565966612816
1142857970576506471478393393000113013376204379484,rst_flag_number <=,0.1370666202617757,8.369123084338785,0.028708708708708706,135,67,68,226005.44304213588,230944.99129510892,-4939.548252973065,33176.028045002444,2198.225806451613,30977.80223855083,0.1467930488683725,0.0097264286065967
487843867272814109640259913959993110004068841052,AVG >,0.1562663919070813,7.0854671943472844,0.0013813813813813812,140,70,70,102621.23414841972,107273.06418739448,-4651.830038974775,21931.49192890918,5895.241935483871,16036.24999342531,0.2137130011240165,0.0574466092169351
1236189254858718471128603624930063881324958313531,HTTPS >,0.1905577123147358,11.78310263986453,0.0,139,70,69,293702.3781315254,309135.34852437634,-15432.970392850926,57366.12424588293,1398.8709677419356,55967.253278141,0.1953205983922721,0.0047628860775362
708408391217891577256114269656040681679338993095,IRC >,2.833333333333333,4.064176124204555,0.05912912912912913,6,3,3,6.060655470406001,21.212294146421,-15.151638676015,17.171857166150335,0.0,17.171857166150335,2.833333333333333,0.0
