Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,label
8.0,17,64.0,27471.20775478124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.640174865722656e-05,100,0.0,DoS/DDoS
35.72,6,67.82,817.3673092363217,0.02,0.33,0.12,0.08,0.88,0.0,0.0,88,33,2,12,0.93,0.03,0.01,0.0,0.0,0.0,0.0,0.96,0.04,0.0,0.0,0.0,0.0,1.0,1.0,9480,60,379,94.8,75.67834644871755,94.8,0.0012234497070312,100,5727.21212121212,DoS/DDoS
0.0,47,64.0,3308.5413182721736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,57800,578,578,578.0,0.0,578.0,0.0003036594390869,100,0.0,DoS/DDoS
20.48,6,64.0,27487.410708434367,0.0,0.0,0.0,0.98,1.0,0.0,0.0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6036,60,78,60.36,2.5326952944532137,60.36,3.638982772827148e-05,100,6.4145454545454506,DoS/DDoS
27.2,6,68.9,39.55868011476279,0.0,0.0,0.0,0.4,0.8,0.0,0.0,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,5221,60,1243,522.1,578.5000624219691,522.1,0.0278348207473754,10,334662.3222222222,Reconnaissance
19.6,6,63.36,12531.158316154282,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0,98,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.01,0.01,0.0,0.99,0.99,6038,60,98,60.38,3.799999999999991,60.38,7.996082305908203e-05,100,14.43999999999993,DoS/DDoS
7.92,17,65.91,13361.9114367633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,1.0,1.0,54916,70,554,549.16,48.39999999999997,549.16,7.581949234008789e-05,100,2342.559999999997,DoS/DDoS
32.0,6,164.8,1877.990507746037,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6452,66,1514,645.2,747.7439847077787,645.2,0.0005722999572753,10,559121.0666666668,Benign
20.2,6,63.77,32061.641950772053,0.0,0.01,0.19,0.8,0.81,0.0,0.0,81,1,0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6014,60,74,60.14,1.3999999999999992,60.14,3.1189918518066405e-05,100,1.9599999999999984,DoS/DDoS
8.0,17,64.0,31240.160881871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,18200,182,182,182.0,0.0,182.0,3.201007843017578e-05,100,0.0,DoS/DDoS
32.0,6,180.5,6968.439940189401,0.1,0.0,0.0,0.0,1.0,0.0,0.0,10,0,1,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2108,66,1514,210.8,457.8978051923813,210.8,0.0002072095870971,10,209670.4,Benign
0.0,1,64.0,37950.63336952588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.635955810546875e-05,100,0.0,DoS/DDoS
32.0,6,56.0,943.6641393119896,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,29620,2962,2962,2962.0,0.0,2962.0,0.0011754989624023,10,0.0,Benign
46.0,6,93.5,17098.67101508357,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7780,94,1462,778.0,720.9993065183905,778.0,6.728172302246093e-05,10,519840.0,Reconnaissance
11.6,17,64.0,362.8447597214412,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,1.0,1.0,5750,46,1074,575.0,384.11051650389487,575.0,0.0027564048767089,10,147540.88888888888,Spoofing
20.04,6,67.64,24171.87644075611,0.0,0.99,0.01,0.0,0.02,0.0,0.0,2,99,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.137039184570313e-05,100,0.0,DoS/DDoS
19.8,6,63.36,9795.198505371322,0.0,0.0,0.0,0.99,0.99,0.0,0.0,99,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.0,0.0,0.99,0.99,6000,60,60,60.0,0.0,60.0,0.0001021003723144,100,0.0,DoS/DDoS
20.0,6,64.0,16079.987731942954,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,6.219863891601562e-05,100,0.0,DoS/DDoS
32.0,6,181.6,2398.1154945683247,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5004,66,1514,500.4,699.4504509494102,500.4,0.0004426956176757,10,489230.93333333335,Benign
28.8,6,181.2,124.35636753923286,0.0,0.0,0.0,0.1,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,1.0,1.0,762,66,156,76.2,28.29134143161119,76.2,0.0108600139617919,10,800.4,Benign
0.24,47,65.91,1132.4632124632124,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.06,0.0,1.0,1.0,57352,58,590,573.52,52.151388023017056,573.52,0.0008836603164672,100,2719.767272727287,DoS/DDoS
32.0,6,63.3,285326.80272108846,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2094,66,1500,209.4,453.4706164681456,209.4,3.6001205444335937e-06,10,205635.60000000003,Spoofing
7.44,17,65.74,3685.1296379275504,0.0,0.01,0.0,0.06,0.11,0.0,0.0,11,1,0,0,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.12,0.44,0.0,0.0,0.0,0.0,1.0,1.0,89828,66,3534,898.28,652.9646622145871,898.28,0.0002866411209106,100,426362.8501010098,DoS/DDoS
23.2,6,50.7,69.60056419829911,0.0,0.0,0.0,0.1,0.7,0.0,0.0,7,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.1,0.2,0.0,0.0,0.8,0.8,8256,60,1514,825.6,730.2248055678926,825.6,0.0153901100158691,10,533228.2666666666,Benign
28.8,6,66.4,177.81289876760937,0.2,0.2,0.0,0.2,0.6,0.0,0.0,6,2,2,0,0.7,0.1,0.2,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1086,66,441,108.6,116.97217142931429,108.6,0.0148128986358642,10,13682.488888888887,Reconnaissance
32.0,6,114.1,1042.7366746221162,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9438,66,1514,943.8,736.5833738733631,943.8,0.0009591102600097,10,542555.0666666667,Benign
32.0,6,63.6,98.92646385931478,0.0,0.0,0.0,0.3,1.0,0.0,0.0,10,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13746,66,2962,1374.6,871.6489099529822,1374.6,0.024086308479309,10,759771.8222222221,Benign
27.2,6,76.2,89.39019166135635,0.0,0.1,0.0,0.1,0.7,0.1,0.1,7,1,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.9,0.9,8140,60,1514,814.0,739.2626957539068,814.0,0.0148472070693969,10,546509.3333333334,Spoofing
27.2,6,102.2,101.55699757869247,0.1,0.0,0.0,0.3,0.8,0.0,0.0,8,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1860,66,679,186.0,208.4087863364264,186.0,0.0099881887435913,10,43434.22222222222,Benign
32.0,6,62.8,1691.183420023386,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3611,66,2947,361.1,908.8589243906032,361.1,0.0015497922897338,10,826024.5444444442,Reconnaissance
29.6,6,99.8,496.8200608838824,0.0,0.0,0.0,0.2,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,25744,66,8754,2574.4,2795.519836373113,2574.4,0.0020308017730712,10,7814931.155555556,Benign
8.0,17,64.64,49997.66360710454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6045,60,105,60.45,4.500000000000009,60.45,2.000093460083008e-05,100,20.25000000000008,DoS/DDoS
20.0,6,64.0,17494.49009384776,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.716085433959961e-05,100,0.0,DoS/DDoS
0.2,47,66.99,2349.394769418632,0.0,0.0,0.0,0.01,0.01,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.99,0.99,56319,60,578,563.19,84.77417357338561,563.19,0.000426321029663,100,7186.660505050511,DoS/DDoS
32.0,6,111.4,43.77616699282453,0.0,0.0,0.0,0.4,1.0,0.0,0.0,10,0,0,0,0.0,0.8,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1010,66,156,101.0,45.27692569068709,101.0,0.022843599319458,10,2050.0,Benign
0.0,47,64.0,6027.338046789677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,59200,592,592,592.0,0.0,592.0,0.0001686811447143,100,0.0,DoS/DDoS
27.2,6,197.6,815.3303656474155,0.0,0.0,0.0,0.0,0.8,0.0,0.0,8,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,648,60,66,64.8,2.5298221281347035,64.8,0.0012602806091308,10,6.400000000000001,Benign
8.8,17,70.3,290.3094610214775,0.0,0.0,0.0,0.1,0.1,0.0,0.0,1,0,0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.0,0.2,0.0,0.0,0.8,0.8,993,60,267,99.3,66.09765502648334,99.3,0.0034446954727172,10,4368.899999999999,Benign
0.0,47,64.0,3732.184869463081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,59200,592,592,592.0,0.0,592.0,0.0002679395675659,100,0.0,DoS/DDoS
27.2,6,83.2,1242.8672178267698,0.2,0.0,0.0,0.1,0.8,0.0,0.0,8,0,2,0,0.5,0.3,0.2,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,3955,66,1514,395.5,600.8093152850855,395.5,0.0008359909057617,10,360971.8333333333,Reconnaissance
11.6,17,84.7,48.1505623472444,0.0,0.1,0.1,0.0,0.2,0.0,0.0,2,1,0,1,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.3,0.5,0.0,0.2,0.0,0.0,0.8,0.8,795,60,214,79.5,47.79876799899996,79.5,0.0227027893066406,10,2284.722222222222,Reconnaissance
8.0,17,64.0,3065.1378627438085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,55400,554,554,554.0,0.0,554.0,0.0003262710571289,100,0.0,DoS/DDoS
26.0,6,80.8,1326.4299041776037,0.0,0.0,0.0,0.1,0.8,0.0,0.0,8,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,9376,60,1514,937.6,744.2393880107842,937.6,0.0008286952972412,10,553892.2666666666,Benign
20.0,6,65.87,5898.2492160144,0.0,0.0,0.0,0.97,0.98,0.0,0.0,98,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,1.0,1.0,6208,60,157,62.08,13.465016400534662,62.08,0.0001696300506591,100,181.3066666666674,DoS/DDoS
24.0,6,45.2,363.6879481821256,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,0.0027497053146362,10,0.0,Reconnaissance
20.0,6,64.0,14058.80538982369,0.0,0.99,0.0,0.0,0.01,0.0,0.0,1,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,7.112979888916015e-05,100,0.0,DoS/DDoS
4.12,1,72.39,340.6065508006191,0.01,0.06,0.01,0.02,0.1,0.0,0.0,10,6,1,1,0.04,0.07,0.02,0.0,0.0,0.0,0.0,0.13,0.03,0.0,0.02,0.82,0.0,0.98,0.98,77350,54,1500,773.5,604.4479658616972,773.5,0.0029359483718872,100,365357.3434343434,DoS/DDoS
20.0,6,64.0,16943.259947485356,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,100,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.90205192565918e-05,100,0.0,DoS/DDoS
19.88,6,63.37,2839.3801745205424,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0,99,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,1.0,1.0,6158,60,218,61.58,15.8,61.58,0.000352189540863,100,249.64000000000004,DoS/DDoS
23.2,6,94.1,37.24684592521155,0.1,0.1,0.0,0.2,0.5,0.0,0.0,5,1,1,0,0.2,0.3,0.2,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,917,66,214,91.7,44.33972385019003,91.7,0.0282593965530395,10,1966.011111111111,Reconnaissance
