Edge,Weighted frequency,Node_u_label,Node_v_label,Source_id,Target_id
1043469376771332113858820724324827897913309990452-1454952188391427871478129207189215566009723810659,332.21760391198046,LLC >,Std >,1043469376771332113858820724324827897913309990452,1454952188391427871478129207189215566009723810659
1043469376771332113858820724324827897913309990452-1455733501014453866297060548284701359849809242142,4937.57151589242,LLC >,DHCP <=,1043469376771332113858820724324827897913309990452,1455733501014453866297060548284701359849809242142
1043469376771332113858820724324827897913309990452-153155765823982001952501641876618811106762500815,1774.1833740831296,LLC >,ack_flag_number >,1043469376771332113858820724324827897913309990452,153155765823982001952501641876618811106762500815
1043469376771332113858820724324827897913309990452-160227321490815016489601533331665083666172936667,3767.9938875305625,LLC >,IGMP <=,1043469376771332113858820724324827897913309990452,160227321490815016489601533331665083666172936667
1043469376771332113858820724324827897913309990452-161772624339136553719839337862344762258727720981,2899.330684596577,LLC >,ack_flag_number <=,1043469376771332113858820724324827897913309990452,161772624339136553719839337862344762258727720981
1043469376771332113858820724324827897913309990452-171982518954274878349485416184092168691833932185,28623.222493887533,LLC >,Class 1,1043469376771332113858820724324827897913309990452,171982518954274878349485416184092168691833932185
1043469376771332113858820724324827897913309990452-207766774224049171901964708681563529125144087827,479.6454767726162,LLC >,HTTP >,1043469376771332113858820724324827897913309990452,207766774224049171901964708681563529125144087827
1043469376771332113858820724324827897913309990452-215123608059624622405742600984392925785664489773,14045.029339853301,LLC >,Variance <=,1043469376771332113858820724324827897913309990452,215123608059624622405742600984392925785664489773
1043469376771332113858820724324827897913309990452-218607780770691257170847497927336330511308420255,8683.602689486554,LLC >,ack_count >,1043469376771332113858820724324827897913309990452,218607780770691257170847497927336330511308420255
1043469376771332113858820724324827897913309990452-223165296026140232481876277255273629987157553131,405.9315403422983,LLC >,Header_Length >,1043469376771332113858820724324827897913309990452,223165296026140232481876277255273629987157553131
1043469376771332113858820724324827897913309990452-328762230998630318210090741851512569814964725689,216.09290953545232,LLC >,size <=,1043469376771332113858820724324827897913309990452,328762230998630318210090741851512569814964725689
1043469376771332113858820724324827897913309990452-335418722972519651500040442315750311827115323662,281.7286063569682,LLC >,Rate >,1043469376771332113858820724324827897913309990452,335418722972519651500040442315750311827115323662
1043469376771332113858820724324827897913309990452-337274849629170698169636561573185333120886675912,109.30867970660147,LLC >,ece_flag_number >,1043469376771332113858820724324827897913309990452,337274849629170698169636561573185333120886675912
1043469376771332113858820724324827897913309990452-338730224709676774412755851787278702947952010784,6568.11369193154,LLC >,sum <=,1043469376771332113858820724324827897913309990452,338730224709676774412755851787278702947952010784
1043469376771332113858820724324827897913309990452-371266811264664269299964157380215767396824640058,1048.6564792176039,LLC >,ICMP >,1043469376771332113858820724324827897913309990452,371266811264664269299964157380215767396824640058
1043469376771332113858820724324827897913309990452-378316838538499851440768051160724422589084218125,17975.09290953545,LLC >,IAT <=,1043469376771332113858820724324827897913309990452,378316838538499851440768051160724422589084218125
1043469376771332113858820724324827897913309990452-40351198695966294513339726256484683518911283460,8178.207823960881,LLC >,fin_flag_number <=,1043469376771332113858820724324827897913309990452,40351198695966294513339726256484683518911283460
1043469376771332113858820724324827897913309990452-417610515582391639059962073933335223318558562917,7571.3300733496335,LLC >,fin_count <=,1043469376771332113858820724324827897913309990452,417610515582391639059962073933335223318558562917
1043469376771332113858820724324827897913309990452-426624906449189252299067265451872698344494536313,1.0097799511002445,LLC >,Number >,1043469376771332113858820724324827897913309990452,426624906449189252299067265451872698344494536313
1043469376771332113858820724324827897913309990452-450410814915736770904937984733342042835793211647,1416.9737163814182,LLC >,ece_flag_number <=,1043469376771332113858820724324827897913309990452,450410814915736770904937984733342042835793211647
1043469376771332113858820724324827897913309990452-456981593260173952852784572082992124101289568915,598.799511002445,LLC >,TCP >,1043469376771332113858820724324827897913309990452,456981593260173952852784572082992124101289568915
1043469376771332113858820724324827897913309990452-475011065740486827108472353828139148231878458661,9505.311124694377,LLC >,syn_flag_number <=,1043469376771332113858820724324827897913309990452,475011065740486827108472353828139148231878458661
1043469376771332113858820724324827897913309990452-487843867272814109640259913959993110004068841052,3610.468215158924,LLC >,AVG >,1043469376771332113858820724324827897913309990452,487843867272814109640259913959993110004068841052
1043469376771332113858820724324827897913309990452-505469541859377927785473031559292540931343582537,23132.796454767726,LLC >,ICMP <=,1043469376771332113858820724324827897913309990452,505469541859377927785473031559292540931343582537
1043469376771332113858820724324827897913309990452-520582048177068818674784514618258893555315007951,193.87775061124694,LLC >,LLC <=,1043469376771332113858820724324827897913309990452,520582048177068818674784514618258893555315007951
1043469376771332113858820724324827897913309990452-559797210707093786647851972932919518973015855277,5290.237163814181,LLC >,fin_count >,1043469376771332113858820724324827897913309990452,559797210707093786647851972932919518973015855277
1043469376771332113858820724324827897913309990452-569123040751934560481271658954372810915922105207,18138.172371638142,LLC >,AVG <=,1043469376771332113858820724324827897913309990452,569123040751934560481271658954372810915922105207
1043469376771332113858820724324827897913309990452-579184915384053252333364217236378176158944003116,3.0293398533007334,LLC >,cwr_flag_number >,1043469376771332113858820724324827897913309990452,579184915384053252333364217236378176158944003116
1043469376771332113858820724324827897913309990452-629827923182617752624696690572530002196221478554,24.234718826405867,LLC >,DHCP >,1043469376771332113858820724324827897913309990452,629827923182617752624696690572530002196221478554
1043469376771332113858820724324827897913309990452-64377807084757001895684323011847661640759168792,13787.53545232274,LLC >,Max <=,1043469376771332113858820724324827897913309990452,64377807084757001895684323011847661640759168792
1043469376771332113858820724324827897913309990452-681078890404174620223416780986783609679186091789,247.90097799511003,LLC >,IPv <=,1043469376771332113858820724324827897913309990452,681078890404174620223416780986783609679186091789
1043469376771332113858820724324827897913309990452-681503808608794911981134712221284126975357543438,4905.763447432763,LLC >,syn_count <=,1043469376771332113858820724324827897913309990452,681503808608794911981134712221284126975357543438
1043469376771332113858820724324827897913309990452-684418957212367241623111035135876005715150589706,7397.647921760392,LLC >,HTTP <=,1043469376771332113858820724324827897913309990452,684418957212367241623111035135876005715150589706
1043469376771332113858820724324827897913309990452-714914936218336719861297767221934377853836589461,806.8141809290954,LLC >,UDP >,1043469376771332113858820724324827897913309990452,714914936218336719861297767221934377853836589461
1043469376771332113858820724324827897913309990452-786396322989194697344344278946426998739971577495,126.22249388753056,LLC >,HTTPS <=,1043469376771332113858820724324827897913309990452,786396322989194697344344278946426998739971577495
1043469376771332113858820724324827897913309990452-791432257472445298809701838101022411569407290467,3.0293398533007334,LLC >,rst_flag_number >,1043469376771332113858820724324827897913309990452,791432257472445298809701838101022411569407290467
1043469376771332113858820724324827897913309990452-795584812918386367255521286735341258439959854242,1296.5574572127139,LLC >,syn_count >,1043469376771332113858820724324827897913309990452,795584812918386367255521286735341258439959854242
1043469376771332113858820724324827897913309990452-835140271881840015202809914014108690929910415575,947.4260391198044,LLC >,IAT >,1043469376771332113858820724324827897913309990452,835140271881840015202809914014108690929910415575
1043469376771332113858820724324827897913309990452-841356973986788424033641854148712928121319667477,1084.5036674816627,LLC >,Variance >,1043469376771332113858820724324827897913309990452,841356973986788424033641854148712928121319667477
1043469376771332113858820724324827897913309990452-841518471221275042570144506781210008737201997031,1386.6803178484108,LLC >,Min <=,1043469376771332113858820724324827897913309990452,841518471221275042570144506781210008737201997031
1043469376771332113858820724324827897913309990452-843826879422383561066103188424018239931401286651,1691.6338630806847,LLC >,ack_count <=,1043469376771332113858820724324827897913309990452,843826879422383561066103188424018239931401286651
1043469376771332113858820724324827897913309990452-896530251803066355404557928035950607124936193677,10474.699877750612,LLC >,psh_flag_number <=,1043469376771332113858820724324827897913309990452,896530251803066355404557928035950607124936193677
1043469376771332113858820724324827897913309990452-922599836131670820904126277297069322180441856169,2728.1729828850857,LLC >,Rate <=,1043469376771332113858820724324827897913309990452,922599836131670820904126277297069322180441856169
1043469376771332113858820724324827897913309990452-926368966621798523173828527325665066772113177503,6406.044009779951,LLC >,UDP <=,1043469376771332113858820724324827897913309990452,926368966621798523173828527325665066772113177503
1043469376771332113858820724324827897913309990452-940331364486966071141541838460909450599289486914,70.68459657701712,LLC >,rst_count >,1043469376771332113858820724324827897913309990452,940331364486966071141541838460909450599289486914
1043469376771332113858820724324827897913309990452-974265510705878984211701297112044370513255377925,1825.177261613692,LLC >,Std <=,1043469376771332113858820724324827897913309990452,974265510705878984211701297112044370513255377925
1043754360836331848364792327262011021650379248223-1043469376771332113858820724324827897913309990452,622.7817848410758,DNS >,LLC >,1043754360836331848364792327262011021650379248223,1043469376771332113858820724324827897913309990452
1043754360836331848364792327262011021650379248223-1043754360836331848364792327262011021650379248223,64.62591687041565,DNS >,DNS >,1043754360836331848364792327262011021650379248223,1043754360836331848364792327262011021650379248223
1043754360836331848364792327262011021650379248223-1070253533701240439447821754319583826073025846503,39.381418092909534,DNS >,Max >,1043754360836331848364792327262011021650379248223,1070253533701240439447821754319583826073025846503
1043754360836331848364792327262011021650379248223-1077028023530208599426324724984012030801332581683,339.7909535452323,DNS >,Time_To_Live >,1043754360836331848364792327262011021650379248223,1077028023530208599426324724984012030801332581683
1043754360836331848364792327262011021650379248223-1085488307210616684491611463585545838953333018237,2986.424205378973,DNS >,Type >,1043754360836331848364792327262011021650379248223,1085488307210616684491611463585545838953333018237
1043754360836331848364792327262011021650379248223-1091995366823138898995898948102109473193356840202,118.14425427872861,DNS >,DNS <=,1043754360836331848364792327262011021650379248223,1091995366823138898995898948102109473193356840202
1043754360836331848364792327262011021650379248223-109928824856976412487775174607761519739702474552,34.33251833740832,DNS >,Number <=,1043754360836331848364792327262011021650379248223,109928824856976412487775174607761519739702474552
1043754360836331848364792327262011021650379248223-1118614325010621431186771152252517336813918651911,26.25427872860636,DNS >,sum >,1043754360836331848364792327262011021650379248223,1118614325010621431186771152252517336813918651911
1043754360836331848364792327262011021650379248223-1142857970576506471478393393000113013376204379484,116.12469437652813,DNS >,rst_flag_number <=,1043754360836331848364792327262011021650379248223,1142857970576506471478393393000113013376204379484
1043754360836331848364792327262011021650379248223-1184472685782376059334758133512718430805424685192,4.039119804400978,DNS >,SSH >,1043754360836331848364792327262011021650379248223,1184472685782376059334758133512718430805424685192
1043754360836331848364792327262011021650379248223-119501872384761655346741968946796756296882526119,259.0085574572127,DNS >,ARP <=,1043754360836331848364792327262011021650379248223,119501872384761655346741968946796756296882526119
1043754360836331848364792327262011021650379248223-1232849963170894971818913290506039176322619533319,227.20048899755503,DNS >,psh_flag_number >,1043754360836331848364792327262011021650379248223,1232849963170894971818913290506039176322619533319
1043754360836331848364792327262011021650379248223-1233133706649643691022119102239698495899057226060,1419.4981662591688,DNS >,Time_To_Live <=,1043754360836331848364792327262011021650379248223,1233133706649643691022119102239698495899057226060
1043754360836331848364792327262011021650379248223-1236189254858718471128603624930063881324958313531,186.80929095354523,DNS >,HTTPS >,1043754360836331848364792327262011021650379248223,1236189254858718471128603624930063881324958313531
1043754360836331848364792327262011021650379248223-1239329028096551917906154637654656383307088642249,7.068459657701712,DNS >,cwr_flag_number <=,1043754360836331848364792327262011021650379248223,1239329028096551917906154637654656383307088642249
1043754360836331848364792327262011021650379248223-1244200006508864238414081275966745179431479901918,16.156479217603913,DNS >,ARP >,1043754360836331848364792327262011021650379248223,1244200006508864238414081275966745179431479901918
1043754360836331848364792327262011021650379248223-1251276136943778783713685275011300537715092657394,10.097799511002446,DNS >,fin_flag_number >,1043754360836331848364792327262011021650379248223,1251276136943778783713685275011300537715092657394
1043754360836331848364792327262011021650379248223-1329847435934461746074927120436757452470095790255,112.08557457212714,DNS >,Min >,1043754360836331848364792327262011021650379248223,1329847435934461746074927120436757452470095790255
1043754360836331848364792327262011021650379248223-1338222599102815322204523610829624561969283441716,661.9107579462103,DNS >,SSH <=,1043754360836331848364792327262011021650379248223,1338222599102815322204523610829624561969283441716
1043754360836331848364792327262011021650379248223-1343908975744673306589744221553424462279673294717,379.929706601467,DNS >,TCP <=,1043754360836331848364792327262011021650379248223,1343908975744673306589744221553424462279673294717
1043754360836331848364792327262011021650379248223-1345309773886921328764805451107636357621530213384,3820.25,DNS >,Class -1,1043754360836331848364792327262011021650379248223,1345309773886921328764805451107636357621530213384
1043754360836331848364792327262011021650379248223-1375509225989204300559045429796274689340158771149,228.71515892420538,DNS >,rst_count <=,1043754360836331848364792327262011021650379248223,1375509225989204300559045429796274689340158771149
1043754360836331848364792327262011021650379248223-1379366653555122327876205020011632492492609315477,2561.5592909535453,DNS >,Type <=,1043754360836331848364792327262011021650379248223,1379366653555122327876205020011632492492609315477
1043754360836331848364792327262011021650379248223-1390694102288752714886335797250086933489416434790,164.84657701711492,DNS >,size >,1043754360836331848364792327262011021650379248223,1390694102288752714886335797250086933489416434790
1043754360836331848364792327262011021650379248223-1418025003262016765970487572214907425163069882682,804.2897310513448,DNS >,IPv >,1043754360836331848364792327262011021650379248223,1418025003262016765970487572214907425163069882682
1043754360836331848364792327262011021650379248223-1418162538066850581097605911983264533342366443794,576.5843520782396,DNS >,Header_Length <=,1043754360836331848364792327262011021650379248223,1418162538066850581097605911983264533342366443794
1043754360836331848364792327262011021650379248223-1429650867505148313720594668477948880050562903683,132.5336185819071,DNS >,syn_flag_number >,1043754360836331848364792327262011021650379248223,1429650867505148313720594668477948880050562903683
1043754360836331848364792327262011021650379248223-1454952188391427871478129207189215566009723810659,45.440097799511,DNS >,Std >,1043754360836331848364792327262011021650379248223,1454952188391427871478129207189215566009723810659
1043754360836331848364792327262011021650379248223-1455733501014453866297060548284701359849809242142,7.068459657701712,DNS >,DHCP <=,1043754360836331848364792327262011021650379248223,1455733501014453866297060548284701359849809242142
1043754360836331848364792327262011021650379248223-153155765823982001952501641876618811106762500815,42.41075794621027,DNS >,ack_flag_number >,1043754360836331848364792327262011021650379248223,153155765823982001952501641876618811106762500815
1043754360836331848364792327262011021650379248223-160227321490815016489601533331665083666172936667,36.3520782396088,DNS >,IGMP <=,1043754360836331848364792327262011021650379248223,160227321490815016489601533331665083666172936667
1043754360836331848364792327262011021650379248223-161772624339136553719839337862344762258727720981,229.2200488997555,DNS >,ack_flag_number <=,1043754360836331848364792327262011021650379248223,161772624339136553719839337862344762258727720981
1043754360836331848364792327262011021650379248223-171982518954274878349485416184092168691833932185,4376.38630806846,DNS >,Class 1,1043754360836331848364792327262011021650379248223,171982518954274878349485416184092168691833932185
1043754360836331848364792327262011021650379248223-207766774224049171901964708681563529125144087827,8.078239608801956,DNS >,HTTP >,1043754360836331848364792327262011021650379248223,207766774224049171901964708681563529125144087827
1043754360836331848364792327262011021650379248223-215123608059624622405742600984392925785664489773,1647.455990220049,DNS >,Variance <=,1043754360836331848364792327262011021650379248223,215123608059624622405742600984392925785664489773
1043754360836331848364792327262011021650379248223-218607780770691257170847497927336330511308420255,219.12224938875306,DNS >,ack_count >,1043754360836331848364792327262011021650379248223,218607780770691257170847497927336330511308420255
1043754360836331848364792327262011021650379248223-223165296026140232481876277255273629987157553131,34.33251833740832,DNS >,Header_Length >,1043754360836331848364792327262011021650379248223,223165296026140232481876277255273629987157553131
1043754360836331848364792327262011021650379248223-328762230998630318210090741851512569814964725689,366.8025672371638,DNS >,size <=,1043754360836331848364792327262011021650379248223,328762230998630318210090741851512569814964725689
1043754360836331848364792327262011021650379248223-335418722972519651500040442315750311827115323662,283.7481662591687,DNS >,Rate >,1043754360836331848364792327262011021650379248223,335418722972519651500040442315750311827115323662
1043754360836331848364792327262011021650379248223-338730224709676774412755851787278702947952010784,353.67542787286067,DNS >,sum <=,1043754360836331848364792327262011021650379248223,338730224709676774412755851787278702947952010784
1043754360836331848364792327262011021650379248223-371266811264664269299964157380215767396824640058,11.10757946210269,DNS >,ICMP >,1043754360836331848364792327262011021650379248223,371266811264664269299964157380215767396824640058
1043754360836331848364792327262011021650379248223-378316838538499851440768051160724422589084218125,445.5654034229829,DNS >,IAT <=,1043754360836331848364792327262011021650379248223,378316838538499851440768051160724422589084218125
1043754360836331848364792327262011021650379248223-40351198695966294513339726256484683518911283460,163.58435207823962,DNS >,fin_flag_number <=,1043754360836331848364792327262011021650379248223,40351198695966294513339726256484683518911283460
1043754360836331848364792327262011021650379248223-417610515582391639059962073933335223318558562917,315.0513447432763,DNS >,fin_count <=,1043754360836331848364792327262011021650379248223,417610515582391639059962073933335223318558562917
1043754360836331848364792327262011021650379248223-450410814915736770904937984733342042835793211647,196.90709046454768,DNS >,ece_flag_number <=,1043754360836331848364792327262011021650379248223,450410814915736770904937984733342042835793211647
1043754360836331848364792327262011021650379248223-456981593260173952852784572082992124101289568915,440.76894865525674,DNS >,TCP >,1043754360836331848364792327262011021650379248223,456981593260173952852784572082992124101289568915
1043754360836331848364792327262011021650379248223-475011065740486827108472353828139148231878458661,760.1118581907091,DNS >,syn_flag_number <=,1043754360836331848364792327262011021650379248223,475011065740486827108472353828139148231878458661
1043754360836331848364792327262011021650379248223-487843867272814109640259913959993110004068841052,920.4144254278729,DNS >,AVG >,1043754360836331848364792327262011021650379248223,487843867272814109640259913959993110004068841052
1043754360836331848364792327262011021650379248223-505469541859377927785473031559292540931343582537,232.24938875305625,DNS >,ICMP <=,1043754360836331848364792327262011021650379248223,505469541859377927785473031559292540931343582537
1043754360836331848364792327262011021650379248223-510505520442458443414009447271658614884328320759,794.4443765281173,DNS >,IRC <=,1043754360836331848364792327262011021650379248223,510505520442458443414009447271658614884328320759
1043754360836331848364792327262011021650379248223-520582048177068818674784514618258893555315007951,176.7114914425428,DNS >,LLC <=,1043754360836331848364792327262011021650379248223,520582048177068818674784514618258893555315007951
1043754360836331848364792327262011021650379248223-559797210707093786647851972932919518973015855277,23.224938875305625,DNS >,fin_count >,1043754360836331848364792327262011021650379248223,559797210707093786647851972932919518973015855277
1043754360836331848364792327262011021650379248223-569123040751934560481271658954372810915922105207,1526.0299511002445,DNS >,AVG <=,1043754360836331848364792327262011021650379248223,569123040751934560481271658954372810915922105207
1043754360836331848364792327262011021650379248223-64377807084757001895684323011847661640759168792,881.2854523227384,DNS >,Max <=,1043754360836331848364792327262011021650379248223,64377807084757001895684323011847661640759168792
1043754360836331848364792327262011021650379248223-681078890404174620223416780986783609679186091789,547.3007334963326,DNS >,IPv <=,1043754360836331848364792327262011021650379248223,681078890404174620223416780986783609679186091789
1043754360836331848364792327262011021650379248223-681503808608794911981134712221284126975357543438,215.0831295843521,DNS >,syn_count <=,1043754360836331848364792327262011021650379248223,681503808608794911981134712221284126975357543438
1043754360836331848364792327262011021650379248223-684418957212367241623111035135876005715150589706,316.06112469437653,DNS >,HTTP <=,1043754360836331848364792327262011021650379248223,684418957212367241623111035135876005715150589706
1043754360836331848364792327262011021650379248223-714914936218336719861297767221934377853836589461,2804.411369193154,DNS >,UDP >,1043754360836331848364792327262011021650379248223,714914936218336719861297767221934377853836589461
1043754360836331848364792327262011021650379248223-786396322989194697344344278946426998739971577495,182.01283618581908,DNS >,HTTPS <=,1043754360836331848364792327262011021650379248223,786396322989194697344344278946426998739971577495
1043754360836331848364792327262011021650379248223-795584812918386367255521286735341258439959854242,260.77567237163817,DNS >,syn_count >,1043754360836331848364792327262011021650379248223,795584812918386367255521286735341258439959854242
1043754360836331848364792327262011021650379248223-835140271881840015202809914014108690929910415575,912.588630806846,DNS >,IAT >,1043754360836331848364792327262011021650379248223,835140271881840015202809914014108690929910415575
1043754360836331848364792327262011021650379248223-841356973986788424033641854148712928121319667477,265.8245721271394,DNS >,Variance >,1043754360836331848364792327262011021650379248223,841356973986788424033641854148712928121319667477
1043754360836331848364792327262011021650379248223-841518471221275042570144506781210008737201997031,775.7634474327629,DNS >,Min <=,1043754360836331848364792327262011021650379248223,841518471221275042570144506781210008737201997031
1043754360836331848364792327262011021650379248223-843826879422383561066103188424018239931401286651,301.41931540342296,DNS >,ack_count <=,1043754360836331848364792327262011021650379248223,843826879422383561066103188424018239931401286651
1043754360836331848364792327262011021650379248223-896530251803066355404557928035950607124936193677,2478.0,DNS >,psh_flag_number <=,1043754360836331848364792327262011021650379248223,896530251803066355404557928035950607124936193677
1043754360836331848364792327262011021650379248223-922599836131670820904126277297069322180441856169,224.42359413202934,DNS >,Rate <=,1043754360836331848364792327262011021650379248223,922599836131670820904126277297069322180441856169
1043754360836331848364792327262011021650379248223-926368966621798523173828527325665066772113177503,1405.1088019559902,DNS >,UDP <=,1043754360836331848364792327262011021650379248223,926368966621798523173828527325665066772113177503
1043754360836331848364792327262011021650379248223-974265510705878984211701297112044370513255377925,1037.8013447432763,DNS >,Std <=,1043754360836331848364792327262011021650379248223,974265510705878984211701297112044370513255377925
1070253533701240439447821754319583826073025846503-1043469376771332113858820724324827897913309990452,2037.4834963325184,Max >,LLC >,1070253533701240439447821754319583826073025846503,1043469376771332113858820724324827897913309990452
1070253533701240439447821754319583826073025846503-1043754360836331848364792327262011021650379248223,30.293398533007338,Max >,DNS >,1070253533701240439447821754319583826073025846503,1043754360836331848364792327262011021650379248223
1070253533701240439447821754319583826073025846503-1070253533701240439447821754319583826073025846503,1693.653422982885,Max >,Max >,1070253533701240439447821754319583826073025846503,1070253533701240439447821754319583826073025846503
1070253533701240439447821754319583826073025846503-1077028023530208599426324724984012030801332581683,2115.4889975550122,Max >,Time_To_Live >,1070253533701240439447821754319583826073025846503,1077028023530208599426324724984012030801332581683
1070253533701240439447821754319583826073025846503-1085488307210616684491611463585545838953333018237,17.16625916870416,Max >,Type >,1070253533701240439447821754319583826073025846503,1085488307210616684491611463585545838953333018237
1070253533701240439447821754319583826073025846503-1091995366823138898995898948102109473193356840202,407.1937652811736,Max >,DNS <=,1070253533701240439447821754319583826073025846503,1091995366823138898995898948102109473193356840202
1070253533701240439447821754319583826073025846503-109928824856976412487775174607761519739702474552,947.4260391198044,Max >,Number <=,1070253533701240439447821754319583826073025846503,109928824856976412487775174607761519739702474552
1070253533701240439447821754319583826073025846503-1118614325010621431186771152252517336813918651911,3403.968215158924,Max >,sum >,1070253533701240439447821754319583826073025846503,1118614325010621431186771152252517336813918651911
1070253533701240439447821754319583826073025846503-1142857970576506471478393393000113013376204379484,542.2518337408313,Max >,rst_flag_number <=,1070253533701240439447821754319583826073025846503,1142857970576506471478393393000113013376204379484
1070253533701240439447821754319583826073025846503-119501872384761655346741968946796756296882526119,161.56479217603913,Max >,ARP <=,1070253533701240439447821754319583826073025846503,119501872384761655346741968946796756296882526119
1070253533701240439447821754319583826073025846503-1232849963170894971818913290506039176322619533319,1504.0672371638143,Max >,psh_flag_number >,1070253533701240439447821754319583826073025846503,1232849963170894971818913290506039176322619533319
1070253533701240439447821754319583826073025846503-1233133706649643691022119102239698495899057226060,3298.4462102689486,Max >,Time_To_Live <=,1070253533701240439447821754319583826073025846503,1233133706649643691022119102239698495899057226060
1070253533701240439447821754319583826073025846503-1236189254858718471128603624930063881324958313531,2122.557457212714,Max >,HTTPS >,1070253533701240439447821754319583826073025846503,1236189254858718471128603624930063881324958313531
1070253533701240439447821754319583826073025846503-1239329028096551917906154637654656383307088642249,312.7793398533007,Max >,cwr_flag_number <=,1070253533701240439447821754319583826073025846503,1239329028096551917906154637654656383307088642249
