Edge,Weighted frequency,Node_u_label,Node_v_label,Source_id,Target_id
1043469376771332113858820724324827897913309990452-1329847435934461746074927120436757452470095790255,633.1755758114484,LLC >,Min >,1043469376771332113858820724324827897913309990452,1329847435934461746074927120436757452470095790255
1043469376771332113858820724324827897913309990452-1338222599102815322204523610829624561969283441716,19869.484241780323,LLC >,SSH <=,1043469376771332113858820724324827897913309990452,1338222599102815322204523610829624561969283441716
1043469376771332113858820724324827897913309990452-1345309773886921328764805451107636357621530213384,6994.354838709678,LLC >,Class -1,1043469376771332113858820724324827897913309990452,1345309773886921328764805451107636357621530213384
1043469376771332113858820724324827897913309990452-1375509225989204300559045429796274689340158771149,6479.280584148157,LLC >,rst_count <=,1043469376771332113858820724324827897913309990452,1375509225989204300559045429796274689340158771149
1043469376771332113858820724324827897913309990452-1379366653555122327876205020011632492492609315477,2238.4020870699496,LLC >,Type <=,1043469376771332113858820724324827897913309990452,1379366653555122327876205020011632492492609315477
1043469376771332113858820724324827897913309990452-1418162538066850581097605911983264533342366443794,4330.256873182098,LLC >,Header_Length <=,1043469376771332113858820724324827897913309990452,1418162538066850581097605911983264533342366443794
1043469376771332113858820724324827897913309990452-1429650867505148313720594668477948880050562903683,628.2879504320887,LLC >,syn_flag_number >,1043469376771332113858820724324827897913309990452,1429650867505148313720594668477948880050562903683
1043469376771332113858820724324827897913309990452-1454952188391427871478129207189215566009723810659,398.911691378739,LLC >,Std >,1043469376771332113858820724324827897913309990452,1454952188391427871478129207189215566009723810659
1043469376771332113858820724324827897913309990452-1455733501014453866297060548284701359849809242142,1058.5944888309148,LLC >,DHCP <=,1043469376771332113858820724324827897913309990452,1455733501014453866297060548284701359849809242142
1043469376771332113858820724324827897913309990452-153155765823982001952501641876618811106762500815,847.4816566117725,LLC >,ack_flag_number >,1043469376771332113858820724324827897913309990452,153155765823982001952501641876618811106762500815
1043469376771332113858820724324827897913309990452-160227321490815016489601533331665083666172936667,1569.7097668351541,LLC >,IGMP <=,1043469376771332113858820724324827897913309990452,160227321490815016489601533331665083666172936667
1043469376771332113858820724324827897913309990452-161772624339136553719839337862344762258727720981,1541.4267079732595,LLC >,ack_flag_number <=,1043469376771332113858820724324827897913309990452,161772624339136553719839337862344762258727720981
1043469376771332113858820724324827897913309990452-171982518954274878349485416184092168691833932185,52333.75998695581,LLC >,Class 1,1043469376771332113858820724324827897913309990452,171982518954274878349485416184092168691833932185
1043469376771332113858820724324827897913309990452-207766774224049171901964708681563529125144087827,328.2855046469917,LLC >,HTTP >,1043469376771332113858820724324827897913309990452,207766774224049171901964708681563529125144087827
1043469376771332113858820724324827897913309990452-215123608059624622405742600984392925785664489773,44797.57929077492,LLC >,Variance <=,1043469376771332113858820724324827897913309990452,215123608059624622405742600984392925785664489773
1043469376771332113858820724324827897913309990452-218607780770691257170847497927336330511308420255,7398.642918005712,LLC >,ack_count >,1043469376771332113858820724324827897913309990452,218607780770691257170847497927336330511308420255
1043469376771332113858820724324827897913309990452-223165296026140232481876277255273629987157553131,4175.302856571799,LLC >,Header_Length >,1043469376771332113858820724324827897913309990452,223165296026140232481876277255273629987157553131
1043469376771332113858820724324827897913309990452-335418722972519651500040442315750311827115323662,6744.450553063018,LLC >,Rate >,1043469376771332113858820724324827897913309990452,335418722972519651500040442315750311827115323662
1043469376771332113858820724324827897913309990452-337274849629170698169636561573185333120886675912,3.0303277352030005,LLC >,ece_flag_number >,1043469376771332113858820724324827897913309990452,337274849629170698169636561573185333120886675912
1043469376771332113858820724324827897913309990452-338730224709676774412755851787278702947952010784,9922.53120348406,LLC >,sum <=,1043469376771332113858820724324827897913309990452,338730224709676774412755851787278702947952010784
1043469376771332113858820724324827897913309990452-371266811264664269299964157380215767396824640058,242.3447583932507,LLC >,ICMP >,1043469376771332113858820724324827897913309990452,371266811264664269299964157380215767396824640058
1043469376771332113858820724324827897913309990452-378316838538499851440768051160724422589084218125,7616.223707810207,LLC >,IAT <=,1043469376771332113858820724324827897913309990452,378316838538499851440768051160724422589084218125
1043469376771332113858820724324827897913309990452-40351198695966294513339726256484683518911283460,4123.103017520237,LLC >,fin_flag_number <=,1043469376771332113858820724324827897913309990452,40351198695966294513339726256484683518911283460
1043469376771332113858820724324827897913309990452-426624906449189252299067265451872698344494536313,12304.222174592238,LLC >,Number >,1043469376771332113858820724324827897913309990452,426624906449189252299067265451872698344494536313
1043469376771332113858820724324827897913309990452-450410814915736770904937984733342042835793211647,2648.506440567422,LLC >,ece_flag_number <=,1043469376771332113858820724324827897913309990452,450410814915736770904937984733342042835793211647
1043469376771332113858820724324827897913309990452-475011065740486827108472353828139148231878458661,3378.24520179042,LLC >,syn_flag_number <=,1043469376771332113858820724324827897913309990452,475011065740486827108472353828139148231878458661
1043469376771332113858820724324827897913309990452-505469541859377927785473031559292540931343582537,5362.5885216412535,LLC >,ICMP <=,1043469376771332113858820724324827897913309990452,505469541859377927785473031559292540931343582537
1043469376771332113858820724324827897913309990452-520582048177068818674784514618258893555315007951,1541.1823267042914,LLC >,LLC <=,1043469376771332113858820724324827897913309990452,520582048177068818674784514618258893555315007951
1043469376771332113858820724324827897913309990452-565103970815292376991711972572924808853013487374,1.0101092450676668,LLC >,IGMP >,1043469376771332113858820724324827897913309990452,565103970815292376991711972572924808853013487374
1043469376771332113858820724324827897913309990452-629827923182617752624696690572530002196221478554,15.151638676015,LLC >,DHCP >,1043469376771332113858820724324827897913309990452,629827923182617752624696690572530002196221478554
1043469376771332113858820724324827897913309990452-681503808608794911981134712221284126975357543438,9485.935920430458,LLC >,syn_count <=,1043469376771332113858820724324827897913309990452,681503808608794911981134712221284126975357543438
1043469376771332113858820724324827897913309990452-684418957212367241623111035135876005715150589706,7034.400782651232,LLC >,HTTP <=,1043469376771332113858820724324827897913309990452,684418957212367241623111035135876005715150589706
1043469376771332113858820724324827897913309990452-714914936218336719861297767221934377853836589461,1670.3948496499636,LLC >,UDP >,1043469376771332113858820724324827897913309990452,714914936218336719861297767221934377853836589461
1043469376771332113858820724324827897913309990452-786396322989194697344344278946426998739971577495,10969.688648927273,LLC >,HTTPS <=,1043469376771332113858820724324827897913309990452,786396322989194697344344278946426998739971577495
1043469376771332113858820724324827897913309990452-795584812918386367255521286735341258439959854242,252.44585084392736,LLC >,syn_count >,1043469376771332113858820724324827897913309990452,795584812918386367255521286735341258439959854242
1043469376771332113858820724324827897913309990452-835140271881840015202809914014108690929910415575,5046.505788358063,LLC >,IAT >,1043469376771332113858820724324827897913309990452,835140271881840015202809914014108690929910415575
1043469376771332113858820724324827897913309990452-841356973986788424033641854148712928121319667477,3389.2749430631748,LLC >,Variance >,1043469376771332113858820724324827897913309990452,841356973986788424033641854148712928121319667477
1043469376771332113858820724324827897913309990452-841518471221275042570144506781210008737201997031,12764.750529920104,LLC >,Min <=,1043469376771332113858820724324827897913309990452,841518471221275042570144506781210008737201997031
1043469376771332113858820724324827897913309990452-843826879422383561066103188424018239931401286651,10538.388293367978,LLC >,ack_count <=,1043469376771332113858820724324827897913309990452,843826879422383561066103188424018239931401286651
1043469376771332113858820724324827897913309990452-896530251803066355404557928035950607124936193677,1421.223707810207,LLC >,psh_flag_number <=,1043469376771332113858820724324827897913309990452,896530251803066355404557928035950607124936193677
1043469376771332113858820724324827897913309990452-922599836131670820904126277297069322180441856169,19263.614199754895,LLC >,Rate <=,1043469376771332113858820724324827897913309990452,922599836131670820904126277297069322180441856169
1043469376771332113858820724324827897913309990452-926368966621798523173828527325665066772113177503,27295.31864897987,LLC >,UDP <=,1043469376771332113858820724324827897913309990452,926368966621798523173828527325665066772113177503
1043469376771332113858820724324827897913309990452-940331364486966071141541838460909450599289486914,1400.8911862320708,LLC >,rst_count >,1043469376771332113858820724324827897913309990452,940331364486966071141541838460909450599289486914
1043469376771332113858820724324827897913309990452-974265510705878984211701297112044370513255377925,6191.594954319046,LLC >,Std <=,1043469376771332113858820724324827897913309990452,974265510705878984211701297112044370513255377925
1043754360836331848364792327262011021650379248223-1043469376771332113858820724324827897913309990452,151.51638676015,DNS >,LLC >,1043754360836331848364792327262011021650379248223,1043469376771332113858820724324827897913309990452
1043754360836331848364792327262011021650379248223-1043754360836331848364792327262011021650379248223,1074.1045533680829,DNS >,DNS >,1043754360836331848364792327262011021650379248223,1043754360836331848364792327262011021650379248223
1043754360836331848364792327262011021650379248223-1077028023530208599426324724984012030801332581683,203.96060708067935,DNS >,Time_To_Live >,1043754360836331848364792327262011021650379248223,1077028023530208599426324724984012030801332581683
1043754360836331848364792327262011021650379248223-1085488307210616684491611463585545838953333018237,1654.672988013023,DNS >,Type >,1043754360836331848364792327262011021650379248223,1085488307210616684491611463585545838953333018237
1043754360836331848364792327262011021650379248223-1091995366823138898995898948102109473193356840202,681.8237404206751,DNS >,DNS <=,1043754360836331848364792327262011021650379248223,1091995366823138898995898948102109473193356840202
1043754360836331848364792327262011021650379248223-109928824856976412487775174607761519739702474552,57.57622696885701,DNS >,Number <=,1043754360836331848364792327262011021650379248223,109928824856976412487775174607761519739702474552
1043754360836331848364792327262011021650379248223-1118614325010621431186771152252517336813918651911,389.82070817313,DNS >,sum >,1043754360836331848364792327262011021650379248223,1118614325010621431186771152252517336813918651911
1043754360836331848364792327262011021650379248223-1184472685782376059334758133512718430805424685192,11.111201695744334,DNS >,SSH >,1043754360836331848364792327262011021650379248223,1184472685782376059334758133512718430805424685192
1043754360836331848364792327262011021650379248223-1232849963170894971818913290506039176322619533319,232.32512636556336,DNS >,psh_flag_number >,1043754360836331848364792327262011021650379248223,1232849963170894971818913290506039176322619533319
1043754360836331848364792327262011021650379248223-1233133706649643691022119102239698495899057226060,480.6490798062307,DNS >,Time_To_Live <=,1043754360836331848364792327262011021650379248223,1233133706649643691022119102239698495899057226060
1043754360836331848364792327262011021650379248223-1236189254858718471128603624930063881324958313531,213.13305070927768,DNS >,HTTPS >,1043754360836331848364792327262011021650379248223,1236189254858718471128603624930063881324958313531
1043754360836331848364792327262011021650379248223-1239329028096551917906154637654656383307088642249,223.152682736965,DNS >,cwr_flag_number <=,1043754360836331848364792327262011021650379248223,1239329028096551917906154637654656383307088642249
1043754360836331848364792327262011021650379248223-1251276136943778783713685275011300537715092657394,93.94015979129301,DNS >,fin_flag_number >,1043754360836331848364792327262011021650379248223,1251276136943778783713685275011300537715092657394
1043754360836331848364792327262011021650379248223-1329847435934461746074927120436757452470095790255,40.40436980270667,DNS >,Min >,1043754360836331848364792327262011021650379248223,1329847435934461746074927120436757452470095790255
1043754360836331848364792327262011021650379248223-1338222599102815322204523610829624561969283441716,121.21310940812,DNS >,SSH <=,1043754360836331848364792327262011021650379248223,1338222599102815322204523610829624561969283441716
1043754360836331848364792327262011021650379248223-1345309773886921328764805451107636357621530213384,2398.064516129032,DNS >,Class -1,1043754360836331848364792327262011021650379248223,1345309773886921328764805451107636357621530213384
1043754360836331848364792327262011021650379248223-1375509225989204300559045429796274689340158771149,49.49535300831567,DNS >,rst_count <=,1043754360836331848364792327262011021650379248223,1375509225989204300559045429796274689340158771149
1043754360836331848364792327262011021650379248223-1379366653555122327876205020011632492492609315477,790.9155388879831,DNS >,Type <=,1043754360836331848364792327262011021650379248223,1379366653555122327876205020011632492492609315477
1043754360836331848364792327262011021650379248223-1418162538066850581097605911983264533342366443794,92.93005054622535,DNS >,Header_Length <=,1043754360836331848364792327262011021650379248223,1418162538066850581097605911983264533342366443794
1043754360836331848364792327262011021650379248223-1429650867505148313720594668477948880050562903683,118.1013212499277,DNS >,syn_flag_number >,1043754360836331848364792327262011021650379248223,1429650867505148313720594668477948880050562903683
1043754360836331848364792327262011021650379248223-1454952188391427871478129207189215566009723810659,138.38496657427035,DNS >,Std >,1043754360836331848364792327262011021650379248223,1454952188391427871478129207189215566009723810659
1043754360836331848364792327262011021650379248223-1455733501014453866297060548284701359849809242142,373.7404206750367,DNS >,DHCP <=,1043754360836331848364792327262011021650379248223,1455733501014453866297060548284701359849809242142
1043754360836331848364792327262011021650379248223-153155765823982001952501641876618811106762500815,139.39507581933802,DNS >,ack_flag_number >,1043754360836331848364792327262011021650379248223,153155765823982001952501641876618811106762500815
1043754360836331848364792327262011021650379248223-160227321490815016489601533331665083666172936667,811.7205309194575,DNS >,IGMP <=,1043754360836331848364792327262011021650379248223,160227321490815016489601533331665083666172936667
1043754360836331848364792327262011021650379248223-161772624339136553719839337862344762258727720981,237.29421216791238,DNS >,ack_flag_number <=,1043754360836331848364792327262011021650379248223,161772624339136553719839337862344762258727720981
1043754360836331848364792327262011021650379248223-171982518954274878349485416184092168691833932185,5312.164519810859,DNS >,Class 1,1043754360836331848364792327262011021650379248223,171982518954274878349485416184092168691833932185
1043754360836331848364792327262011021650379248223-207766774224049171901964708681563529125144087827,87.87950432088701,DNS >,HTTP >,1043754360836331848364792327262011021650379248223,207766774224049171901964708681563529125144087827
1043754360836331848364792327262011021650379248223-215123608059624622405742600984392925785664489773,546.4691015816077,DNS >,Variance <=,1043754360836331848364792327262011021650379248223,215123608059624622405742600984392925785664489773
1043754360836331848364792327262011021650379248223-218607780770691257170847497927336330511308420255,236.36556334583403,DNS >,ack_count >,1043754360836331848364792327262011021650379248223,218607780770691257170847497927336330511308420255
1043754360836331848364792327262011021650379248223-223165296026140232481876277255273629987157553131,249.49698353171368,DNS >,Header_Length >,1043754360836331848364792327262011021650379248223,223165296026140232481876277255273629987157553131
1043754360836331848364792327262011021650379248223-335418722972519651500040442315750311827115323662,176.76911788684168,DNS >,Rate >,1043754360836331848364792327262011021650379248223,335418722972519651500040442315750311827115323662
1043754360836331848364792327262011021650379248223-338730224709676774412755851787278702947952010784,226.26447089515736,DNS >,sum <=,1043754360836331848364792327262011021650379248223,338730224709676774412755851787278702947952010784
1043754360836331848364792327262011021650379248223-371266811264664269299964157380215767396824640058,49.49535300831567,DNS >,ICMP >,1043754360836331848364792327262011021650379248223,371266811264664269299964157380215767396824640058
1043754360836331848364792327262011021650379248223-378316838538499851440768051160724422589084218125,3196.8328397931864,DNS >,IAT <=,1043754360836331848364792327262011021650379248223,378316838538499851440768051160724422589084218125
1043754360836331848364792327262011021650379248223-40351198695966294513339726256484683518911283460,617.1767487363444,DNS >,fin_flag_number <=,1043754360836331848364792327262011021650379248223,40351198695966294513339726256484683518911283460
1043754360836331848364792327262011021650379248223-450410814915736770904937984733342042835793211647,931.3207239523888,DNS >,ece_flag_number <=,1043754360836331848364792327262011021650379248223,450410814915736770904937984733342042835793211647
1043754360836331848364792327262011021650379248223-475011065740486827108472353828139148231878458661,434.2655149561074,DNS >,syn_flag_number <=,1043754360836331848364792327262011021650379248223,475011065740486827108472353828139148231878458661
1043754360836331848364792327262011021650379248223-505469541859377927785473031559292540931343582537,497.82093697238105,DNS >,ICMP <=,1043754360836331848364792327262011021650379248223,505469541859377927785473031559292540931343582537
1043754360836331848364792327262011021650379248223-510505520442458443414009447271658614884328320759,15.151638676015,DNS >,IRC <=,1043754360836331848364792327262011021650379248223,510505520442458443414009447271658614884328320759
1043754360836331848364792327262011021650379248223-520582048177068818674784514618258893555315007951,12.121310940812002,DNS >,LLC <=,1043754360836331848364792327262011021650379248223,520582048177068818674784514618258893555315007951
1043754360836331848364792327262011021650379248223-629827923182617752624696690572530002196221478554,2.0202184901353335,DNS >,DHCP >,1043754360836331848364792327262011021650379248223,629827923182617752624696690572530002196221478554
1043754360836331848364792327262011021650379248223-681503808608794911981134712221284126975357543438,285.8609163541497,DNS >,syn_count <=,1043754360836331848364792327262011021650379248223,681503808608794911981134712221284126975357543438
1043754360836331848364792327262011021650379248223-684418957212367241623111035135876005715150589706,160.607369965759,DNS >,HTTP <=,1043754360836331848364792327262011021650379248223,684418957212367241623111035135876005715150589706
1043754360836331848364792327262011021650379248223-714914936218336719861297767221934377853836589461,870.3883275563715,DNS >,UDP >,1043754360836331848364792327262011021650379248223,714914936218336719861297767221934377853836589461
1043754360836331848364792327262011021650379248223-786396322989194697344344278946426998739971577495,547.3162899806968,DNS >,HTTPS <=,1043754360836331848364792327262011021650379248223,786396322989194697344344278946426998739971577495
1043754360836331848364792327262011021650379248223-795584812918386367255521286735341258439959854242,16.161747921082668,DNS >,syn_count >,1043754360836331848364792327262011021650379248223,795584812918386367255521286735341258439959854242
1043754360836331848364792327262011021650379248223-835140271881840015202809914014108690929910415575,1011.6407010198661,DNS >,IAT >,1043754360836331848364792327262011021650379248223,835140271881840015202809914014108690929910415575
1043754360836331848364792327262011021650379248223-841356973986788424033641854148712928121319667477,82.82895809554867,DNS >,Variance >,1043754360836331848364792327262011021650379248223,841356973986788424033641854148712928121319667477
1043754360836331848364792327262011021650379248223-841518471221275042570144506781210008737201997031,253.45596008899503,DNS >,Min <=,1043754360836331848364792327262011021650379248223,841518471221275042570144506781210008737201997031
1043754360836331848364792327262011021650379248223-843826879422383561066103188424018239931401286651,491.6788210789857,DNS >,ack_count <=,1043754360836331848364792327262011021650379248223,843826879422383561066103188424018239931401286651
1043754360836331848364792327262011021650379248223-896530251803066355404557928035950607124936193677,163.637697700962,DNS >,psh_flag_number <=,1043754360836331848364792327262011021650379248223,896530251803066355404557928035950607124936193677
1043754360836331848364792327262011021650379248223-922599836131670820904126277297069322180441856169,553.458405874092,DNS >,Rate <=,1043754360836331848364792327262011021650379248223,922599836131670820904126277297069322180441856169
1043754360836331848364792327262011021650379248223-926368966621798523173828527325665066772113177503,686.8742866460134,DNS >,UDP <=,1043754360836331848364792327262011021650379248223,926368966621798523173828527325665066772113177503
1043754360836331848364792327262011021650379248223-974265510705878984211701297112044370513255377925,521.1349100319267,DNS >,Std <=,1043754360836331848364792327262011021650379248223,974265510705878984211701297112044370513255377925
1077028023530208599426324724984012030801332581683-1043469376771332113858820724324827897913309990452,808.0059356311441,Time_To_Live >,LLC >,1077028023530208599426324724984012030801332581683,1043469376771332113858820724324827897913309990452
1077028023530208599426324724984012030801332581683-1043754360836331848364792327262011021650379248223,205.9808255708147,Time_To_Live >,DNS >,1077028023530208599426324724984012030801332581683,1043754360836331848364792327262011021650379248223
1077028023530208599426324724984012030801332581683-1077028023530208599426324724984012030801332581683,5400.0440241317465,Time_To_Live >,Time_To_Live >,1077028023530208599426324724984012030801332581683,1077028023530208599426324724984012030801332581683
1077028023530208599426324724984012030801332581683-1085488307210616684491611463585545838953333018237,502.8714831977194,Time_To_Live >,Type >,1077028023530208599426324724984012030801332581683,1085488307210616684491611463585545838953333018237
1077028023530208599426324724984012030801332581683-1091995366823138898995898948102109473193356840202,1009.0991358225991,Time_To_Live >,DNS <=,1077028023530208599426324724984012030801332581683,1091995366823138898995898948102109473193356840202
1077028023530208599426324724984012030801332581683-109928824856976412487775174607761519739702474552,986.8767324311104,Time_To_Live >,Number <=,1077028023530208599426324724984012030801332581683,109928824856976412487775174607761519739702474552
1077028023530208599426324724984012030801332581683-1118614325010621431186771152252517336813918651911,1807.6067861331876,Time_To_Live >,sum >,1077028023530208599426324724984012030801332581683,1118614325010621431186771152252517336813918651911
1077028023530208599426324724984012030801332581683-1184472685782376059334758133512718430805424685192,114.14234469264635,Time_To_Live >,SSH >,1077028023530208599426324724984012030801332581683,1184472685782376059334758133512718430805424685192
1077028023530208599426324724984012030801332581683-1232849963170894971818913290506039176322619533319,607.0756562856677,Time_To_Live >,psh_flag_number >,1077028023530208599426324724984012030801332581683,1232849963170894971818913290506039176322619533319
1077028023530208599426324724984012030801332581683-1233133706649643691022119102239698495899057226060,10021.130899470343,Time_To_Live >,Time_To_Live <=,1077028023530208599426324724984012030801332581683,1233133706649643691022119102239698495899057226060
1077028023530208599426324724984012030801332581683-1236189254858718471128603624930063881324958313531,4428.318930376651,Time_To_Live >,HTTPS >,1077028023530208599426324724984012030801332581683,1236189254858718471128603624930063881324958313531
1077028023530208599426324724984012030801332581683-1239329028096551917906154637654656383307088642249,14.141529430947335,Time_To_Live >,cwr_flag_number <=,1077028023530208599426324724984012030801332581683,1239329028096551917906154637654656383307088642249
1077028023530208599426324724984012030801332581683-1251276136943778783713685275011300537715092657394,31.31338659709767,Time_To_Live >,fin_flag_number >,1077028023530208599426324724984012030801332581683,1251276136943778783713685275011300537715092657394
1077028023530208599426324724984012030801332581683-1329847435934461746074927120436757452470095790255,1169.6250453653688,Time_To_Live >,Min >,1077028023530208599426324724984012030801332581683,1329847435934461746074927120436757452470095790255
1077028023530208599426324724984012030801332581683-1338222599102815322204523610829624561969283441716,4552.480907096985,Time_To_Live >,SSH <=,1077028023530208599426324724984012030801332581683,1338222599102815322204523610829624561969283441716
1077028023530208599426324724984012030801332581683-1345309773886921328764805451107636357621530213384,3996.7741935483873,Time_To_Live >,Class -1,1077028023530208599426324724984012030801332581683,1345309773886921328764805451107636357621530213384
1077028023530208599426324724984012030801332581683-1375509225989204300559045429796274689340158771149,2293.9580955486713,Time_To_Live >,rst_count <=,1077028023530208599426324724984012030801332581683,1375509225989204300559045429796274689340158771149
1077028023530208599426324724984012030801332581683-1379366653555122327876205020011632492492609315477,4387.833100150955,Time_To_Live >,Type <=,1077028023530208599426324724984012030801332581683,1379366653555122327876205020011632492492609315477
1077028023530208599426324724984012030801332581683-1418162538066850581097605911983264533342366443794,1561.6288928746128,Time_To_Live >,Header_Length <=,1077028023530208599426324724984012030801332581683,1418162538066850581097605911983264533342366443794
1077028023530208599426324724984012030801332581683-1429650867505148313720594668477948880050562903683,362.6292189792924,Time_To_Live >,syn_flag_number >,1077028023530208599426324724984012030801332581683,1429650867505148313720594668477948880050562903683
1077028023530208599426324724984012030801332581683-1454952188391427871478129207189215566009723810659,1193.6232859780248,Time_To_Live >,Std >,1077028023530208599426324724984012030801332581683,1454952188391427871478129207189215566009723810659
1077028023530208599426324724984012030801332581683-1455733501014453866297060548284701359849809242142,3065.6815587803685,Time_To_Live >,DHCP <=,1077028023530208599426324724984012030801332581683,1455733501014453866297060548284701359849809242142
1077028023530208599426324724984012030801332581683-153155765823982001952501641876618811106762500815,2988.8317957322365,Time_To_Live >,ack_flag_number >,1077028023530208599426324724984012030801332581683,153155765823982001952501641876618811106762500815
1077028023530208599426324724984012030801332581683-160227321490815016489601533331665083666172936667,1334.3543127343878,Time_To_Live >,IGMP <=,1077028023530208599426324724984012030801332581683,160227321490815016489601533331665083666172936667
1077028023530208599426324724984012030801332581683-161772624339136553719839337862344762258727720981,8974.331879888283,Time_To_Live >,ack_flag_number <=,1077028023530208599426324724984012030801332581683,161772624339136553719839337862344762258727720981
1077028023530208599426324724984012030801332581683-171982518954274878349485416184092168691833932185,25570.915538887984,Time_To_Live >,Class 1,1077028023530208599426324724984012030801332581683,171982518954274878349485416184092168691833932185
1077028023530208599426324724984012030801332581683-207766774224049171901964708681563529125144087827,369.69998369476605,Time_To_Live >,HTTP >,1077028023530208599426324724984012030801332581683,207766774224049171901964708681563529125144087827
1077028023530208599426324724984012030801332581683-215123608059624622405742600984392925785664489773,2366.604500770554,Time_To_Live >,Variance <=,1077028023530208599426324724984012030801332581683,215123608059624622405742600984392925785664489773
1077028023530208599426324724984012030801332581683-218607780770691257170847497927336330511308420255,2940.0207102770314,Time_To_Live >,ack_count >,1077028023530208599426324724984012030801332581683,218607780770691257170847497927336330511308420255
1077028023530208599426324724984012030801332581683-223165296026140232481876277255273629987157553131,3916.193543127344,Time_To_Live >,Header_Length >,1077028023530208599426324724984012030801332581683,223165296026140232481876277255273629987157553131
1077028023530208599426324724984012030801332581683-335418722972519651500040442315750311827115323662,1458.5977498777108,Time_To_Live >,Rate >,1077028023530208599426324724984012030801332581683,335418722972519651500040442315750311827115323662
1077028023530208599426324724984012030801332581683-337274849629170698169636561573185333120886675912,13.131420185879668,Time_To_Live >,ece_flag_number >,1077028023530208599426324724984012030801332581683,337274849629170698169636561573185333120886675912
1077028023530208599426324724984012030801332581683-338730224709676774412755851787278702947952010784,10008.162400130443,Time_To_Live >,sum <=,1077028023530208599426324724984012030801332581683,338730224709676774412755851787278702947952010784
1077028023530208599426324724984012030801332581683-371266811264664269299964157380215767396824640058,18.181966411218003,Time_To_Live >,ICMP >,1077028023530208599426324724984012030801332581683,371266811264664269299964157380215767396824640058
1077028023530208599426324724984012030801332581683-378316838538499851440768051160724422589084218125,6433.222860989991,Time_To_Live >,IAT <=,1077028023530208599426324724984012030801332581683,378316838538499851440768051160724422589084218125
1077028023530208599426324724984012030801332581683-40351198695966294513339726256484683518911283460,4629.3306701451165,Time_To_Live >,fin_flag_number <=,1077028023530208599426324724984012030801332581683,40351198695966294513339726256484683518911283460
1077028023530208599426324724984012030801332581683-450410814915736770904937984733342042835793211647,19.192075656285667,Time_To_Live >,ece_flag_number <=,1077028023530208599426324724984012030801332581683,450410814915736770904937984733342042835793211647
1077028023530208599426324724984012030801332581683-475011065740486827108472353828139148231878458661,3888.8391330875274,Time_To_Live >,syn_flag_number <=,1077028023530208599426324724984012030801332581683,475011065740486827108472353828139148231878458661
1077028023530208599426324724984012030801332581683-505469541859377927785473031559292540931343582537,711.1169085276374,Time_To_Live >,ICMP <=,1077028023530208599426324724984012030801332581683,505469541859377927785473031559292540931343582537
1077028023530208599426324724984012030801332581683-520582048177068818674784514618258893555315007951,290.91146257948805,Time_To_Live >,LLC <=,1077028023530208599426324724984012030801332581683,520582048177068818674784514618258893555315007951
